*HASH_VALUE	sphrase ID	name	* noms français	p	description
_A7A85AB4F59BF8C1	abcoa02	Повышение здоровья для владельца изготовленного предмета 2			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_A7A85AB4F5ABF8C2	abcoa03	Повышение здоровья для владельца изготовленного предмета 3			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_A7A85AB4F5BBF8C3	abcoa04	Повышение здоровья для владельца изготовленного предмета 4			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_A7A85AB4F5CBF8C4	abcoa05	Повышение здоровья для владельца изготовленного предмета 5			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_A7A85AB4F5DBF8C5	abcoa06	Повышение здоровья для владельца изготовленного предмета 6			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_A7A85AB4F5EBF8C6	abcoa07	Повышение здоровья для владельца изготовленного предмета 7			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_A7A85AB4F5FBF8C7	abcoa08	Повышение здоровья для владельца изготовленного предмета 8			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_A7A85AB4F50BF8C8	abcoa09	Повышение здоровья для владельца изготовленного предмета 9			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C6DB9BC1	abcoa10	Повышение здоровья для владельца изготовленного предмета 10			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C6EB9FC1	abcoa11	Повышение здоровья для владельца изготовленного предмета 11			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C6FBA3C1	abcoa12	Повышение здоровья для владельца изготовленного предмета 12			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C60BA7C1	abcoa13	Повышение здоровья для владельца изготовленного предмета 13			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C61BABC1	abcoa14	Повышение здоровья для владельца изготовленного предмета 14			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C62BAFC1	abcoa15	Повышение здоровья для владельца изготовленного предмета 15			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C63BB3C1	abcoa16	Повышение здоровья для владельца изготовленного предмета 16			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C64BB7C1	abcoa17	Повышение здоровья для владельца изготовленного предмета 17			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C65BBBC1	abcoa18	Повышение здоровья для владельца изготовленного предмета 18			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C66BBFC1	abcoa19	Повышение здоровья для владельца изготовленного предмета 19			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C6DB9FC2	abcoa20	Повышение здоровья для владельца изготовленного предмета 20			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C6EBA3C2	abcoa21	Повышение здоровья для владельца изготовленного предмета 21			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C6FBA7C2	abcoa22	Повышение здоровья для владельца изготовленного предмета 22			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C60BABC2	abcoa23	Повышение здоровья для владельца изготовленного предмета 23			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C61BAFC2	abcoa24	Повышение здоровья для владельца изготовленного предмета 24			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7E2744B8C62BB3C2	abcoa25	Повышение здоровья для владельца изготовленного предмета 25			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  здоровью владельца.
_7601EF9020C51886	abcob01	Повышение объема сэпа для владельца изготовленного предмета 1			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_7601EF9020D51C86	abcob02	Повышение объема сэпа для владельца изготовленного предмета 2			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_7601EF9020E52086	abcob03	Повышение объема сэпа для владельца изготовленного предмета 3			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_7601EF9020F52486	abcob04	Повышение объема сэпа для владельца изготовленного предмета 4			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_7601EF9020052886	abcob05	Повышение объема сэпа для владельца изготовленного предмета 5			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_7601EF9020152C86	abcob06	Повышение объема сэпа для владельца изготовленного предмета 6			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_7601EF9020253086	abcob07	Повышение объема сэпа для владельца изготовленного предмета 7			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_7601EF9020353486	abcob08	Повышение объема сэпа для владельца изготовленного предмета 8			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_7601EF9020453886	abcob09	Повышение объема сэпа для владельца изготовленного предмета 9			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF02CF4A1	abcob10	Повышение объема сэпа для владельца изготовленного предмета 10			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF04CF4A1	abcob11	Повышение объема сэпа для владельца изготовленного предмета 11			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF06CF4A1	abcob12	Повышение объема сэпа для владельца изготовленного предмета 12			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF08CF4A1	abcob13	Повышение объема сэпа для владельца изготовленного предмета 13			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF0ACF4A1	abcob14	Повышение объема сэпа для владельца изготовленного предмета 14			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF0CCF4A1	abcob15	Повышение объема сэпа для владельца изготовленного предмета 15			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF0ECF4A1	abcob16	Повышение объема сэпа для владельца изготовленного предмета 16			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF00CF4A1	abcob17	Повышение объема сэпа для владельца изготовленного предмета 17			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF02CF4A1	abcob18	Повышение объема сэпа для владельца изготовленного предмета 18			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF04CF4A1	abcob19	Повышение объема сэпа для владельца изготовленного предмета 19			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF02CFCA1	abcob20	Повышение объема сэпа для владельца изготовленного предмета 20			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF04CFCA1	abcob21	Повышение объема сэпа для владельца изготовленного предмета 21			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF06CFCA1	abcob22	Повышение объема сэпа для владельца изготовленного предмета 22			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF08CFCA1	abcob23	Повышение объема сэпа для владельца изготовленного предмета 23			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF0ACFCA1	abcob24	Повышение объема сэпа для владельца изготовленного предмета 24			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_E6ADA48FF0CCFCA1	abcob25	Повышение объема сэпа для владельца изготовленного предмета 25			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  сэпу владельца.
_283FE6F72233B322	abcoc01	Повышение стойкости для владельца изготовленного предмета 1			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_283FEAF72243B322	abcoc02	Повышение стойкости для владельца изготовленного предмета 2			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_283FEEF72253B322	abcoc03	Повышение стойкости для владельца изготовленного предмета 3			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_283FF2F72263B322	abcoc04	Повышение стойкости для владельца изготовленного предмета 4			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_283FF6F72273B322	abcoc05	Повышение стойкости для владельца изготовленного предмета 5			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_283FFAF72283B322	abcoc06	Повышение стойкости для владельца изготовленного предмета 6			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_283FFEF72293B322	abcoc07	Повышение стойкости для владельца изготовленного предмета 7			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_283F02F722A3B322	abcoc08	Повышение стойкости для владельца изготовленного предмета 8			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_283F06F722B3B322	abcoc09	Повышение стойкости для владельца изготовленного предмета 9			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_22254E2169AF98FA	abcoc10	Повышение стойкости для владельца изготовленного предмета 10			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_22354E2169BF98FA	abcoc11	Повышение стойкости для владельца изготовленного предмета 11			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_22454E2169CF98FA	abcoc12	Повышение стойкости для владельца изготовленного предмета 12			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_22554E2169DF98FA	abcoc13	Повышение стойкости для владельца изготовленного предмета 13			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_22654E2169EF98FA	abcoc14	Повышение стойкости для владельца изготовленного предмета 14			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_22754E2169FF98FA	abcoc15	Повышение стойкости для владельца изготовленного предмета 15			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_22854E21690F98FA	abcoc16	Повышение стойкости для владельца изготовленного предмета 16			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_22954E21691F98FA	abcoc17	Повышение стойкости для владельца изготовленного предмета 17			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_22A54E21692F98FA	abcoc18	Повышение стойкости для владельца изготовленного предмета 18			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_22B54E21693F98FA	abcoc19	Повышение стойкости для владельца изготовленного предмета 19			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_2225522169AF9CFA	abcoc20	Повышение стойкости для владельца изготовленного предмета 20			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_2235522169BF9CFA	abcoc21	Повышение стойкости для владельца изготовленного предмета 21			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_2245522169CF9CFA	abcoc22	Повышение стойкости для владельца изготовленного предмета 22			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_2255522169DF9CFA	abcoc23	Повышение стойкости для владельца изготовленного предмета 23			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_2265522169EF9CFA	abcoc24	Повышение стойкости для владельца изготовленного предмета 24			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_2275522169FF9CFA	abcoc25	Повышение стойкости для владельца изготовленного предмета 25			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  стойкости владельца.
_CF0096B28ED6D10C	abcod01	Повышение внимания для владельца изготовленного предмета 1			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  вниманию владельца.
_CF0096B2CEE6D10C	abcod02	Повышение внимания для владельца изготовленного предмета 2			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  вниманию владельца.
_CF0096B20EF6D10C	abcod03	Повышение внимания для владельца изготовленного предмета 3			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  вниманию владельца.
_CF0096B24F06D10C	abcod04	Повышение внимания для владельца изготовленного предмета 4			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  вниманию владельца.
_CF0096B28F16D10C	abcod05	Повышение внимания для владельца изготовленного предмета 5			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  вниманию владельца.
_CF0096B2CF26D10C	abcod06	Повышение внимания для владельца изготовленного предмета 6			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  вниманию владельца.
_CF0096B20F36D10C	abcod07	Повышение внимания для владельца изготовленного предмета 7			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  вниманию владельца.
_CF0096B25046D10C	abcod08	Повышение внимания для владельца изготовленного предмета 8			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  вниманию владельца.
_CF0096B29056D10C	abcod09	Повышение внимания для владельца изготовленного предмета 9			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  вниманию владельца.
_6BD7B3CB76FB5974	abcod10	Повышение внимания для владельца изготовленного предмета 10			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  вниманию владельца.
_6BD7B3CC760B5974	abcod11	Повышение внимания для владельца изготовленного предмета 11			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  вниманию владельца.
_6BD7B3CD761B5974	abcod12	Повышение внимания для владельца изготовленного предмета 12			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  вниманию владельца.
_6BD7B3CE762B5974	abcod13	Повышение внимания для владельца изготовленного предмета 13			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  вниманию владельца.
_6BD7B3CF763B5974	abcod14	Повышение внимания для владельца изготовленного предмета 14			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  вниманию владельца.
_6BD7B3D0764B5974	abcod15	Повышение внимания для владельца изготовленного предмета 15			ПРИМЕЧАНИЕ: это действие нельзя использовать напрямую, его необходимо включить в состав действия, направленного на изготовление предмета. Получившееся изделие будет давать бонус к  вниманию владельца.
