*HASH_VALUE	skill ID	name	p	description
_DA260B769EF51070	SFM2PP	Пика	Пики	
_37ADF902A12397A4	SFM2PPL	Живая пика	Живые пики	
_B8CE19F7DF4397AF	SFM2PPM	Мастер пики	Мастера пики	
_53BDE7BA6940A9A7	SFM2S	Ближний бой двуручным рубящим оружием	Ближний бой двуручным рубящим оружием	
_F8ED4DD3B04A51ED	SFM2SA	Двуручный топор	Двуручные топоры	
_2CFAC7993848E3D5	SFM2SAB	Двуручный горящий топор	Двуручные горящие топоры	
_EDAB73465D5509C0	SFM2SAM	Мастер двуручного топора	Мастера двуручного топора	
_F1DCBDCC6B38D1F9	SFM2SS	Двуручный меч	Двуручные мечи	
_AAB855AC86495BC6	SFM2SSB	Двуручный горящий меч	Двуручные горящие мечи	
_2B882A40FCA567C1	SFM2SSL	Двуручный живой меч	Двуручные живые мечи	
_2DD80E41FC666FC3	SFM2SSM	Мастер двуручного меча	Мастера двуручного меча	
_2B08364BFC5667C1	SFM2SSW	Двуручный извилистый меч	Двуручные извилистые мечи	
_3848BBF1F2187460	SFMC	Ближний бой	Ближний бой	
_60988398DCA6C997	SFMCA	Продвинутый ближний бой	Продвинутый ближний бой	
_D6D5D066DF15B854	SFMCAD	Кинжал	Кинжалы	
_BA9DD135EFD7CCE9	SFMCADL	Живой кинжал	Живые кинжалы	
_3B1EA52E2FE7F8EB	SFMCADM	Мастер кинжала	Мастера кинжала	
_BA9DB138B188CCE9	SFMCADW	Извилистый кинжал	Извилистые кинжалы	
_34255D0B60104BEF	SFMCAH	Кулачный бой	Кулачный бой	
_EC1526CB91DCF82F	SFMCAHM	Мастер кулачного боя	Мастер кулачного боя	
_DF566C869829F4AB	SFR	Стрельба	Стрельба	
_52E107D12040CC74	SFR1	Стрельба из одноручного оружия	Стрельба из одноручного оружия	
_5D0320E36D6B5C49	SFR1A	Улучшенная стрельба из одноручного оружия	Улучшенная стрельба из одноручного оружия	
_5C8878F919A85063	SFR1AB	Самострел	Самострелы	
_8B428585BBF17573	SFR1ABM	Мастер самострела	Мастера самострела	
_4F91917A7FE18168	SFR1ABW	Извилистый самострел	Извилистые самострелы	
_1587247EE4D68763	SFR1AP	Пистолет	Пистолеты	
_375F3549F498FCE3	SFR1APL	Живой пистолет	Живые пистолеты	
_B8E0094234A828E5	SFR1APM	Мастер пистолета	Мастера пистолета	
_92E107D12040CC76	SFR2	Стрельба из двуручного оружия	Стрельба из двуручного оружия	
_9D0320E46D7B5C49	SFR2A	Улучшенная стрельба из двуручного оружия	Улучшенная стрельба из двуручного оружия	
_761E05099FDCD5FF	SFR2AA	Аркебуза	Аркебузы	
_AA2B77F770A02BC7	SFR2AAB	Горящая аркебуза	Горящие аркебузы	
_6DFBBBE198CF6583	SFR2AAM	Мастер аркебузы	Мастера аркебузы	
_1D160C9E2205FC8C	SFR2AB	Арбалет	Арбалеты	
_52D653A403717150	SFR2ABE	Электрический арбалет	Электрические арбалеты	
_CD131A1802CA9469	SFR2ABM	Мастер арбалета	Мастера арбалета	
_1B56309520454883	SFR2AL	Мортира	Мортиры	
_3D708A732D6FA261	SFR2ALB	Горящая мортира	Горящие мортиры	
_D2560BACC3A1D543	SFR2ALE	Электрическая мортира	Электрические мортиры	
_CED33223BD8AD85E	SFR2ALM	Мастер мортиры	Мастера мортиры	
_C9667C75A1260469	SFR2AR	Винтовка	Винтовки	
_F6FD2DF1DABA8BF7	SFR2ARL	Живая винтовка	Живые винтовка	
_725F15E15ACA8B0D	SFR2ARM	Мастер винтовки	Мастера винтовки	
_DDBA87931433927E	SCA	Изготовление доспехов	Изготовление доспехов	Изготовление доспехов
_D2364393A262BA4D	SCJ	Изготовление украшений	Изготовление украшений	Изготовление украшений
_5884EFEF58C66171	SCM	Изготовление оружия ближнего боя	Изготовление оружия ближнего боя	Изготовление оружия ближнего боя
_99D5EFEF58264977	SCR	Изготовление оружия дальнего боя	Изготовление оружия дальнего боя	Изготовление оружия дальнего боя
_5FD19B322A25F58F	SCAH	Изготовление тяжелых доспехов	Изготовление тяжелых доспехов	Изготовление тяжелых доспехов
_61D19B28E3042D9B	SCAL	Изготовление легких доспехов	Изготовление легких доспехов	Изготовление легких доспехов
_77DF38E12DB84933	SCAM	Изготовление средних доспехов	Изготовление средних доспехов	Изготовление средних доспехов
_64C5AB99E1F93AE4	SCAS	Изготовление щитов	Изготовление щитов	Изготовление щитов
_A37377C336061BC0	SCJA	Изготовление ножных браслетов	Изготовление ножных браслетов	Изготовление ножных браслетов
_093FE329F1ECAFD4	SCJB	Изготовление браслетов	Изготовление браслетов	Изготовление браслетов
_DD557393DE0922DD	SCJD	Изготовление венцов	Изготовление венцов	Изготовление венцов
_601FBCF9F83DCB49	SCJE	Изготовление серег	Изготовление серег	Изготовление серег
_8B9BF406615BCBA0	SCJP	Изготовление подвесок	Изготовление подвесок	Изготовление подвесок
_58C1D9845E363A44	SCJR	Изготовление колец	Изготовление колец	Изготовление колец
_DA2E7E3FCA164940	SCM1	Изготовление одноручного оружия ближнего боя	Изготовление одноручного оружия ближнего боя	Изготовление одноручного оружия ближнего боя
_1ACEA244CA56914A	SCM2	Изготовление двуручного оружия ближнего боя	Изготовление двуручного оружия ближнего боя	Изготовление двуручного оружия ближнего боя
_1BBF8E374C36513C	SCR1	Изготовление одноручного оружия дальнего боя	Изготовление одноручного оружия дальнего боя	Изготовление одноручного оружия дальнего боя
_5B5FB23C4C769946	SCR2	Изготовление двуручного оружия ближнего боя	Изготовление двуручного оружия ближнего боя	Изготовление двуручного оружия ближнего боя
_C96D90091C99697C	SCAHB	Изготовление тяжелых сапог	Изготовление тяжелых сапог	Изготовление тяжелых сапог
_697ECD0831C40D56	SCAHG	Изготовление тяжелых рукавиц	Изготовление тяжелых рукавиц	Изготовление тяжелых рукавиц
_AA7ED509ADD3C952	SCAHH	Изготовление тяжелых шлемов	Изготовление тяжелых шлемов	Изготовление тяжелых шлемов
_4E4E90091C99616D	SCAHP	Изготовление тяжелых поножей	Изготовление тяжелых поножей	Изготовление тяжелых поножей
_33A56AD5E544A4A6	SCAHS	Изготовление тяжелых наручей	Изготовление тяжелых наручей	Изготовление тяжелых наручей
_20CE8C7C23CF983B	SCAHV	Изготовление тяжелых кирас	Изготовление тяжелых кирас	Изготовление тяжелых кирас
_CA6D68E89B799980	SCALB	Изготовление легких сапог	Изготовление легких сапог	Изготовление легких сапог
_6ADE4906B4841D56	SCALG	Изготовление легких перчаток	Изготовление легких перчаток	Изготовление легких перчаток
_4F4E68E89B799171	SCALP	Изготовление легких штанов	Изготовление легких штанов	Изготовление легких штанов
_70247ECF6784B4A1	SCALS	Изготовление легких наручей	Изготовление легких наручей	Изготовление легких наручей
_220E7869211F8045	SCALV	Изготовление легких курток	Изготовление легких курток	Изготовление легких курток
_87D2551F32F3D1D9	SCAMB	Изготовление средних сапог	Изготовление средних сапог	Изготовление средних сапог
_64D88EDE5F5F3CBE	SCAMG	Изготовление средних рукавиц	Изготовление средних рукавиц	Изготовление средних рукавиц
_87D2551FB22309F5	SCAMP	Изготовление средних поножей	Изготовление средних поножей	Изготовление средних поножей
_5ACABAE0F7050ABC	SCAMS	Изготовление средних наручей	Изготовление средних наручей	Изготовление средних наручей
_B4F3A5EBDDB93D59	SCAMV	Изготовление средних кирас	Изготовление средних кирас	Изготовление средних кирас
_4FD0C50DE565E120	SCASS	Изготовление больших щитов	Изготовление больших щитов	Изготовление больших щитов
_7511B0F0F4FDBB1F	SCASB	Изготовление малых щитов	Изготовление малых щитов	Изготовление малых щитов
_9179C666C8DB74C1	SCJAA	Улучшенное изготовление ножных браслетов	Улучшенное изготовление ножных браслетов	Улучшенное изготовление ножных браслетов
_4F6173BE58DD91EA	SCJBA	Улучшенное изготовление браслетов	Улучшенное изготовление браслетов	Улучшенное изготовление браслетов
_8F79864B46BB4CBC	SCJDA	Улучшенное изготовление венцов	Улучшенное изготовление венцов	Улучшенное изготовление венцов
_A802E327352F5D1A	SCJEA	Улучшенное изготовление серег	Улучшенное изготовление серег	Улучшенное изготовление серег
_E812BB26B3706D2A	SCJPA	Улучшенное изготовление подвесок	Улучшенное изготовление подвесок	Улучшенное изготовление подвесок
_7667998865D69400	SCJRA	Улучшенное изготовление колец	Улучшенное изготовление колец	Улучшенное изготовление колец
_C20EC6BE1CD10262	SCM1M	Изготовление палиц	Изготовление палиц	Изготовление палиц
_9BA51FB096E46E95	SCM1T	Изготовление посохов	Изготовление посохов	Изготовление посохов
_5D954FA797A46E9D	SCM1P	Изготовление копий	Изготовление копий	Изготовление копий
_CF83C9346095DA3B	SCM1A	Изготовление топоров	Изготовление топоров	Изготовление топоров
_1E465BBF19146E92	SCM1S	Изготовление мечей	Изготовление мечей	Изготовление мечей
_D328F3D3EF169B83	SCM1D	Изготовление кинжалов	Изготовление кинжалов	Изготовление кинжалов
_A9427FC01B1BA614	SCM2M	Изготовление двуручных палиц	Изготовление двуручных палиц	Изготовление двуручных палиц
_020EC6CE22B30E65	SCM2P	Изготовление пик	Изготовление пик	Изготовление пик
_0E465ABD275ADD87	SCM2A	Изготовление двуручных топоров	Изготовление двуручных топоров	Изготовление двуручных топоров
_509D1AE6B27DF93B	SCM2S	Изготовление двуручных мечей	Изготовление двуручных мечей	Изготовление двуручных мечей
_844F549E45B094DA	SCR1B	Изготовление самострелов	Изготовление самострелов	Изготовление самострелов
_199A3BEC7136E7A5	SCR1P	Изготовление пистолетов	Изготовление пистолетов	Изготовление пистолетов
_188BF14452C8A940	SCR2A	Изготовление аркебуз	Изготовление аркебуз	Изготовление аркебуз
_7F6A7C4CF7D8573B	SCR2B	Изготовление арбалетов	Изготовление арбалетов	Изготовление арбалетов
_BBCA883F7538A349	SCR2L	Изготовление мортир	Изготовление мортир	Изготовление мортир
_1DA603AA97336A92	SCR2R	Изготовление винтовок	Изготовление винтовок	Изготовление винтовок
_9C7ED03161F4F41B	SCAHBE	Продвинутое изготовление тяжелых сапог	Продвинутое изготовление тяжелых сапог	Продвинутое изготовление тяжелых сапог
_52495B88B6E6EF2A	SCAHGE	Продвинутое изготовление тяжелых рукавиц	Продвинутое изготовление тяжелых рукавиц	Продвинутое изготовление тяжелых рукавиц
_D4495F8A7494BB1E	SCAHHE	Продвинутое изготовление тяжелых шлемов	Продвинутое изготовление тяжелых шлемов	Продвинутое изготовление тяжелых шлемов
_649E083161F4EC0D	SCAHPE	Продвинутое изготовление тяжелых поножей	Продвинутое изготовление тяжелых поножей	Продвинутое изготовление тяжелых поножей
_87692DF1685048F1	SCAHSE	Продвинутое изготовление тяжелых наручей	Продвинутое изготовление тяжелых наручей	Продвинутое изготовление тяжелых наручей
_4C83FF8E482B1F01	SCAHVE	Продвинутое изготовление тяжелых кирас	Продвинутое изготовление тяжелых кирас	Продвинутое изготовление тяжелых кирас
_9E7EA81522932C1F	SCALBE	Продвинутое изготовление легких сапог	Продвинутое изготовление легких сапог	Продвинутое изготовление легких сапог
_53F9FB72B9A60F2A	SCALGE	Продвинутое изготовление легких перчаток	Продвинутое изготовление легких перчаток	Продвинутое изготовление легких перчаток
_669EE01522932411	SCALPE	Продвинутое изготовление легких штанов	Продвинутое изготовление легких штанов	Продвинутое изготовление легких штанов
_06A749EBEB9058F1	SCALSE	Продвинутое изготовление легких наручей	Продвинутое изготовление легких наручей	Продвинутое изготовление легких наручей
_CEC3FB7B46CB2BF7	SCALVE	Продвинутое изготовление легких курток	Продвинутое изготовление легких курток	Продвинутое изготовление легких курток
_54B10780FE546FAA	SCAMBE	Продвинутое изготовление средних сапог	Продвинутое изготовление средних сапог	Продвинутое изготовление средних сапог
_FA9B35F82F4CDE5A	SCAMGE	Продвинутое изготовление средних рукавиц	Продвинутое изготовление средних рукавиц	Продвинутое изготовление средних рукавиц
_54B10780BE5437D4	SCAMPE	Продвинутое изготовление средних поножей	Продвинутое изготовление средних поножей	Продвинутое изготовление средних поножей
_B2CDB9C4123825D5	SCAMSE	Продвинутое изготовление средних наручей	Продвинутое изготовление средних наручей	Продвинутое изготовление средних наручей
_8C9527646403DCFC	SCAMVE	Продвинутое изготовление средних кирас	Продвинутое изготовление средних кирас	Продвинутое изготовление средних кирас
_75DADE911E49E29A	SCASSE	Продвинутое изготовление больших щитов	Продвинутое изготовление больших щитов	Продвинутое изготовление больших щитов
_2FF9F3E350EEBA56	SCASBE	Продвинутое изготовление малых щитов	Продвинутое изготовление малых щитов	Продвинутое изготовление малых щитов
_33EB92869EAABE88	SCJAAE	Продвинутое изготовление ножных браслетов	Продвинутое изготовление ножных браслетов	Продвинутое изготовление ножных браслетов
_0AFE3E719386C9F8	SCJBAE	Продвинутое изготовление браслетов	Продвинутое изготовление браслетов	Продвинутое изготовление браслетов
_708A8A811CE9AE80	SCJDAE	Продвинутое изготовление венцов	Продвинутое изготовление венцов	Продвинутое изготовление венцов
_6ED8C7F390AEF648	SCJEAE	Продвинутое изготовление серег	Продвинутое изготовление серег	Продвинутое изготовление серег
_371807E5D10DF23E	SCJPAE	Продвинутое изготовление подвесок	Продвинутое изготовление подвесок	Продвинутое изготовление подвесок
_2A3E882CEE431405	SCJRAE	Продвинутое изготовление колец	Продвинутое изготовление колец	Продвинутое изготовление колец
_E26E801D66F2EC11	SCM1ME	Продвинутое изготовление палиц	Продвинутое изготовление палиц	Продвинутое изготовление палиц
_AB7962D09D5F4546	SCM1TE	Продвинутое изготовление посохов	Продвинутое изготовление посохов	Продвинутое изготовление посохов
_B1D9B2C39E1F4542	SCM1PE	Продвинутое изготовление копий	Продвинутое изготовление копий	Продвинутое изготовление копий
_1944FD254D6185DB	SCM1AE	Продвинутое изготовление топоров	Продвинутое изготовление топоров	Продвинутое изготовление топоров
_ABFBCAE2208F4545	SCM1SE	Продвинутое изготовление мечей	Продвинутое изготовление мечей	Продвинутое изготовление мечей
_ECEB6A849DBAC286	SCM1DE	Продвинутое изготовление кинжалов	Продвинутое изготовление кинжалов	Продвинутое изготовление кинжалов
_285BCAB50A3ABC3A	SCM2ME	Продвинутое изготовление двуручных палиц	Продвинутое изготовление двуручных палиц	Продвинутое изготовление двуручных палиц
_226E80256C230414	SCM2PE	Продвинутое изготовление пик	Продвинутое изготовление пик	Продвинутое изготовление пик
_935915645B8CD569	SCM2AE	Продвинутое изготовление двуручных топоров	Продвинутое изготовление двуручных топоров	Продвинутое изготовление двуручных топоров
_1C316126C159F7E0	SCM2SE	Продвинутое изготовление двуручных мечей	Продвинутое изготовление двуручных мечей	Продвинутое изготовление двуручных мечей
_4D32DB99CD0B97C0	SCR1BE	Продвинутое изготовление самострелов	Продвинутое изготовление самострелов	Продвинутое изготовление самострелов
_331CE29DA0D902A9	SCR1PE	Продвинутое изготовление пистолетов	Продвинутое изготовление пистолетов	Продвинутое изготовление пистолетов
_34B1D38BC1F65F56	SCR2AE	Продвинутое изготовление аркебуз	Продвинутое изготовление аркебуз	Продвинутое изготовление аркебуз
_C9BF22961B6405F1	SCR2BE	Продвинутое изготовление арбалетов	Продвинутое изготовление арбалетов	Продвинутое изготовление арбалетов
_C29F26879C444513	SCR2LE	Продвинутое изготовление мортир	Продвинутое изготовление мортир	Продвинутое изготовление мортир
_6B8A86C05EAE4144	SCR2RE	Продвинутое изготовление винтовок	Продвинутое изготовление винтовок	Продвинутое изготовление винтовок
_139FBB5D95B2BF43	SCAHBEM	Мастер изготовления тяжелых сапог	Мастер изготовления тяжелых сапог	Мастер изготовления тяжелых сапог
_F24C383D2FC22E66	SCAHGEM	Мастер изготовления тяжелых рукавиц	Мастер изготовления тяжелых рукавиц	Мастер изготовления тяжелых рукавиц
_334C403EABD1EA62	SCAHHEM	Мастер изготовления тяжелых шлемов	Мастер изготовления тяжелых шлемов	Мастер изготовления тяжелых шлемов
_57BFF35D95A28351	SCAHPEM	Мастер изготовления тяжелых поножей	Мастер изготовления тяжелых поножей	Мастер изготовления тяжелых поножей
_382355F9D6AEF7D4	SCAHSEM	Мастер изготовления тяжелых наручей	Мастер изготовления тяжелых наручей	Мастер изготовления тяжелых наручей
_F4A9075C9437CE39	SCAHVEM	Мастер изготовления тяжелых кирас	Мастер изготовления тяжелых кирас	Мастер изготовления тяжелых кирас
_154F6F55D651E747	SCALBEM	Мастер изготовления легких сапог	Мастер изготовления легких сапог	Мастер изготовления легких сапог
_F3ACB43BB2823E66	SCALGEM	Мастер изготовления легких перчаток	Мастер изготовления легких перчаток	Мастер изготовления легких перчаток
_596FA755D641AB55	SCALPEM	Мастер изготовления легких штанов	Мастер изготовления легких штанов	Мастер изготовления легких штанов
_B7114D07D9EEF7D4	SCALSEM	Мастер изготовления легких наручей	Мастер изготовления легких наручей	Мастер изготовления легких наручей
_7699DF5D12D7CA2F	SCALVEM	Мастер изготовления легких курток	Мастер изготовления легких курток	Мастер изготовления легких курток
_10A0C05430F1F2E9	SCAMBEM	Мастер изготовления средних сапог	Мастер изготовления средних сапог	Мастер изготовления средних сапог
_CA4139105ECAC92F	SCAMGEM	Мастер изготовления средних рукавиц	Мастер изготовления средних рукавиц	Мастер изготовления средних рукавиц
_10A0C054B0212A05	SCAMPEM	Мастер изготовления средних поножей	Мастер изготовления средних поножей	Мастер изготовления средних поножей
_D14C5191C5C624E9	SCAMSEM	Мастер изготовления средних наручей	Мастер изготовления средних наручей	Мастер изготовления средних наручей
_DEA2EEA15581571B	SCAMVEM	Мастер изготовления средних кирас	Мастер изготовления средних кирас	Мастер изготовления средних кирас
_7E39467851982DE1	SCASSEM	Мастер изготовления больших щитов	Мастер изготовления больших щитов	Мастер изготовления больших щитов
_21BAE7BA91D79C0C	SCASBEM	Мастер изготовления малых щитов	Мастер изготовления малых щитов	Мастер изготовления малых щитов
_40D93268D27851CF	SCJAAEM	Мастер изготовления ножных браслетов	Мастер изготовления ножных браслетов	Мастер изготовления ножных браслетов
_4CFC9672F4A2B91F	SCJBAEM	Мастер изготовления браслетов	Мастер изготовления браслетов	Мастер изготовления браслетов
_BBE90A61913735C7	SCJDAEM	Мастер изготовления венцов	Мастер изготовления венцов	Мастер изготовления венцов
_65D9E3D20808CCF3	SCJEAEM	Мастер изготовления серег	Мастер изготовления серег	Мастер изготовления серег
_EA990BCE4BD89CF6	SCJPAEM	Мастер изготовления подвесок	Мастер изготовления подвесок	Мастер изготовления подвесок
_93AC410BE1F13766	SCJRAEM	Мастер изготовления колец	Мастер изготовления колец	Мастер изготовления колец
_4BDC31F31ACF2372	SCM1MEM	Мастер изготовления палиц	Мастер изготовления палиц	Мастер изготовления палиц
_28CDCED7137DAC42	SCM1TEM	Мастер изготовления посохов	Мастер изготовления посохов	Мастер изготовления посохов
_2EEEDAD3127DAC3E	SCM1PEM	Мастер изготовления копий	Мастер изготовления копий	Мастер изготовления копий
_18D0F45804CF6C30	SCM1AEM	Мастер изготовления топоров	Мастер изготовления топоров	Мастер изготовления топоров
_282F6EEBD37DAC41	SCM1SEM	Мастер изготовления мечей	Мастер изготовления мечей	Мастер изготовления мечей
_78F9F6678F8849CD	SCM1DEM	Мастер изготовления кинжалов	Мастер изготовления кинжалов	Мастер изготовления кинжалов
_99FC85A9D93452ED	SCM2MEM	Мастер изготовления двуручных палиц	Мастер изготовления двуручных палиц	Мастер изготовления двуручных палиц
_8BDC310320B12F75	SCM2PEM	Мастер изготовления пик	Мастер изготовления пик	Мастер изготовления пик
_99D9D068E10A18BA	SCM2AEM	Мастер изготовления двуручных топоров	Мастер изготовления двуручных топоров	Мастер изготовления двуручных топоров
_98904438F1565B2E	SCM2SEM	Мастер изготовления двуручных мечей	Мастер изготовления двуручных мечей	Мастер изготовления двуручных мечей
_88910F507D1DA21D	SCR1BEM	Мастер изготовления самострелов	Мастер изготовления самострелов	Мастер изготовления самострелов
_3E2B7A7F91E859F0	SCR1PEM	Мастер изготовления пистолетов	Мастер изготовления пистолетов	Мастер изготовления пистолетов
_98CFC45BF682F2BE	SCR2AEM	Мастер изготовления аркебуз	Мастер изготовления аркебуз	Мастер изготовления аркебуз
_C75DA69E36B1B92E	SCR2BEM	Мастер изготовления арбалетов	Мастер изготовления арбалетов	Мастер изготовления арбалетов
_03BDB291B411053C	SCR2LEM	Мастер изготовления мортир	Мастер изготовления мортир	Мастер изготовления мортир
_E8CE0EC6D06DAC40	SCR2REM	Мастер изготовления винтовок	Мастер изготовления винтовок	Мастер изготовления винтовок
_2562F2A1E5A6ECCE	SCMC	Изготовление оружия ближнего боя	Изготовление оружия ближнего боя	Изготовление оружия ближнего боя
_80C9965548175036	SCMCA	Улучшенное изготовление усилителей магии	Улучшенное изготовление усилителей магии	Улучшенное изготовление усилителей магии
_7CF7AC665E6FB8A3	SCMCAE	Продвинутое изготовление усилителей магии	Продвинутое изготовление усилителей магии	Продвинутое изготовление усилителей магии
_5FDB6AB40ED68708	SCMCAEM	Мастер изготовления усилителей магии	Мастер изготовления усилителей магии	Мастер изготовления усилителей магии
