*HASH_VALUE	skill ID	name	ia	da	p	pia	pda	description
_26EEA5D39E743F06	SMLOSSA	Initié en lien de diminution de la vitesse	un	l'\d	Initiés en lien de diminution de la Vitesse	des	les	Lien avancé de magie offensive relatif aux maladies - Diminution de la Vitesse
_5172DB6301F6E8D5	SMLOCIA	Initié en lien d'incapacité	un	l'\d	Initiés en lien d'Incapacité	des	les	Lien avancé de magie offensive relatif aux malédictions - Incapacité
_9163A3774C6560F0	SMLOCSA	Initié en lien de malchance	un	l'\d	Initiés en lien de malchance	des	les	Lien avancé de magie offensive relatif aux malédictions - Malchance
_6AD31D5BA8BF214B	SMLOECA	Initié en lien du froid	un	l'\d	Initiés en lien du froid	des	les	Lien avancé de magie offensive relatif aux dégâts spéciaux - Froid
_EAA3ED59E7FF053F	SMLOEAA	Initié en lien d'acide	un	l'\d	Initiés en lien d'acide	des	les	Lien avancé de magie offensive relatif aux dégâts spéciaux - Acide
_A7C460984F98020C	SMLOERA	Initié en lien de pourriture	un	l'\d	Initiés en lien de pourriture	des	les	Lien avancé de magie offensive relatif aux dégâts spéciaux - Pourriture
_6B34055F296F5145	SMLOEFA	Initié en lien de feu	un	l'\d	Initiés en lien de feu	des	les	Lien avancé de magie offensive relatif aux dégâts spéciaux - Feu
_D4F777BB9FE1FFC6	SMLOESA	Initié en lien d'ondes de choc	un	l'\d	Initiés en lien d'ondes de choc	des	les	Lien avancé de magie offensive relatif aux dégâts spéciaux - Ondes de choc
_663E8A6237DAFF8F	SMLOEPA	Initié en lien de poison	un	l	Initiés en lien de poison	des	les	Lien avancé de magie offensive relatif aux dégâts spéciaux - Poison
_F03F1412EF9651DB	SMLOEEA	Initié en lien électrique	un	l'\d	Initiés en lien électrique	des	les	Lien avancé de magie offensive relatif aux dégâts spéciaux - Electricité
_6E57968BCB587F8E	SMD	Magie salvatrice	une	la	Magies salvatrices	des	les	Magie Salvatrice
_E4EAEA05C036B3CB	SMDA	Magie neutralisante	une	la	Magies neutralisantes	des	les	Magie Neutralisante
_8BE8FBCCF2B753CD	SMDAA	Initié en magie neutralisante	un	l'\d	Initiés en magie neutralisante	des	les	Initié en Magie Neutralisante
_EF9774F6512DD4CE	SMDAAE	Expert en magie neutralisante	un	l'\d	Experts en magie neutralisante	des	les	Expert en Magie Neutralisante
_ED65F0BA7B50E721	SMDAAEM	Maître en magie neutralisante	un	le	Maîtres en magie neutralisante	des	les	Maître en Magie Neutralisante
_397B66BC32CD0D7C	SMDH	Magie curative	une	la	Magies curatives	des	les	Magie Curative
_35B7302DA7A9A4E6	SMDHA	Initié en magie curative	un	l'\d	Initiés en magie curative	des	les	Initié en Magie Curative
_ED96DA1DA02EF778	SMDHAE	Expert en magie curative	un	l'\d	Experts en magie curative	des	les	Expert en Magie Curative
_E4A67EED911AA10F	SMDHAEM	Maître en magie curative	un	le	Maîtres en magie curative	des	les	Maître en Magie Curative
_27450790EC3DF79C	SMO	Magie destructrice	une	la	Magies destructrices	des	les	Magie Destructrice
_E49AEA05C036BFEC	SMOA	Magie débilitante	une	la	Magies débilitantes	des	les	Magie Débilitante
_8B9803E2326753CD	SMOAA	Initié en magie débilitante	un	l'\d	Initiés en magie débilitante	des	les	Initié en Magie Débilitante
_B14774F6514D2CCF	SMOAAE	Expert en magie débilitante	un	l'\d	Experts en magie débilitante	des	les	Expert en Magie Débilitante
_AF15F0BABB101322	SMOAAEM	Maître en magie débilitante	un	le	Maîtres en magie débilitante	des	les	Maître en Magie Débilitante
_AEBEAF4BCABFFB1C	SMOE	Magie élémentaire	une	la	Magies élémentaires	des	les	Magie Elémentaire
_8C6B9F1DA778E81E	SMOEA	Initié en magie élémentaire	un	l'\d	Initiés en magie élémentaire	des	les	Initié en Magie Elémentaire
_FC649D9073CA8292	SMOEAE	Expert en magie élémentaire	un	l'\d	Experts en magie élémentaire	des	les	Expert en Magie Elémentaire
_32E3FD659EAB950B	SMOEAEM	Maître en magie élémentaire	un	le	Maîtres en magie élémentaire	des	les	Maître en Magie Elémentaire
_B93945D8AB4CE8F7	SMS	Magie sur soi	une	la	Magies sur soi	des	les	Magie sur Soi
_83F4433CC9AD94E4	SMSS	Magie sur soi instinctive	une	la	Magies sur soi Instinctive	des	les	Magie sur Soi Instinctive
_779EFD45D0FE3F50	SMSSA	Initié en magie sur soi	un	l'\d	Initiés en magie sur soi	des	les	Initié en Magie sur Soi
_319B0363794BC094	SMSSAE	Expert en magie sur soi	un	l'\d	Experts en magie sur soi	des	les	Expert en Magie sur Soi
_2C19F048303A87DB	SMSSAEM	Maître en magie sur soi	un	le	Maîtres en magie sur soi	des	les	Maître en Magie sur Soi
_DC262CA3A8C7EC7E	SF	Combat	un	le	Combats	des	les	
_9FB46C869809E4AD	SFM	Mêlée	une	la	Mêlées	des	les	
_529007CD20C0A474	SFM1	Manier armes à une main			Manier armes à une main			
_13BDE7BA6940A996	SFM1B	Manier armes à une main contondantes			Manier armes à une main contondantes			
_D94507669A13E45F	SFM1BM	Manier massue			Manier massue			
_73DA5D3CEA2FF9DB	SFM1BME	Manier massue électrique			Manier massues électriques			
_78CE19EFDB927FA1	SFM1BMM	Maître en maniement des massues			Maîtres en maniement des massues	des	les	
_8974507B67460C6B	SFM1BS	Manier bâton			Manier bâtons			
_322EE5D7E0EA8F0E	SFM1BSM	Maître en maniement des bâtons	un	le	Maîtres en maniement des bâtons	des	les	
_D1ADF7B1698099A1	SFM1P	Manier armes à une main perforantes			Manier armes à une main perforantes			
_8CE54C7B65460C87	SFM1PS	Manier lance			Manier lances			
_093C6256AECD9909	SFM1PSE	Manier lance électrique			Manier lances électriques			
_B64ED5EF5EDA8F06	SFM1PSL	Manier lance vivante			Manier lances vivantes			
_32B0BDDFDEEA8F1C	SFM1PSM	Maître en maniement des lances	un	le	Maîtres en maniement des lances	des	les	
_13BDE7B96940A5A7	SFM1S	Manier armes à une main tranchantes			Manier armes à une main tranchantes			
_D315B84E2AA27C98	SFM1SA	Manier hache			Manier haches			
_78ADFD175B5EB7F5	SFM1SAB	Manier hache ardente			Manier haches ardentes			
_C7DFA10129549B6B	SFM1SAM	Maître en maniement des haches	un	le	Maîtres en maniement des haches	des	les	
_0915B88CE7460C8D	SFM1SS	Manier épée			Manier épées			
_32EE45F360EA8F1F	SFM1SSM	Maître en maniement des épées	un	le	Maîtres en maniement des épées	des	les	
_B68C5DF3648B8F09	SFM1SSW	Manier épée ondulante			Manier épées ondulantes			
_929007CD20C0A476	SFM2	Manier armes à deux mains			Manier armes à deux mains			
_53BDE7BB6940AD96	SFM2B	Manier armes à deux mains contondantes			Manier armes à deux mains contondantes			
_F15CD1694847CDF2	SFM2BM	Manier massue à deux mains			Manier massues à deux mains			
_5704967E575AEBA6	SFM2BME	Manier massue à deux mains électrique 			Manier massues à deux mains électriques			
_301A7FEFCE1033BC	SFM2BMM	Maître en maniement des massues à deux mains	un	le	Maîtres en maniement des massues à deux mains	des	les	
_11ADF7B269809DA1	SFM2P	Manier armes à deux mains perforantes			Manier armes à deux mains perforantes			
_DA260B769EF51070	SFM2PP	Manier pique			Manier piques			
_37ADF902A12397A4	SFM2PPL	Manier pique vivante			Manier piques vivantes			
_B8CE19F7DF4397AF	SFM2PPM	Maître en maniement de la pique	un	le	Maîtres en maniement de la pique	des	les	
_53BDE7BA6940A9A7	SFM2S	Manier armes à deux mains tranchantes			Manier armes à deux mains tranchantes			
_F8ED4DD3B04A51ED	SFM2SA	Manier hache à deux mains			Manier haches à deux mains			
_2CFAC7993848E3D5	SFM2SAB	Manier hache ardente à deux mains			Manier haches ardentes à deux mains			
_EDAB73465D5509C0	SFM2SAM	Maître en maniement des haches à deux mains	un	le	Maître en maniement des haches à deux mains	des	les	
_F1DCBDCC6B38D1F9	SFM2SS	Manier épée à deux mains			Manier épées à deux mains			
_AAB855AC86495BC6	SFM2SSB	Manier épée à deux mains ardente			Manier épées à deux mains ardentes			
_2B882A40FCA567C1	SFM2SSL	Manier épée à deux mains vivante			Manier épées à deux mains vivantes			
_2DD80E41FC666FC3	SFM2SSM	Maître en maniement des épées à deux mains	un	le	Maîtres en maniement des épées à deux mains	des	les	
_2B08364BFC5667C1	SFM2SSW	Manier épée à deux mains ondulante			Manier épées à deux mains ondulantes			
_3848BBF1F2187460	SFMC	Combat rapproché	un	le	Combats rapprochés	des	les	
_60988398DCA6C997	SFMCA	Initié en combat rapproché	un	l'\d	Initiés en combat rapproché	des	les	
_D6D5D066DF15B854	SFMCAD	Manier dague			Manier dagues			
_BA9DD135EFD7CCE9	SFMCADL	Manier dague vivante			Manier dagues vivantes			
_3B1EA52E2FE7F8EB	SFMCADM	Maître en maniement de la dague	un	le	Maîtres en maniement de la dague	des	les	
_BA9DB138B188CCE9	SFMCADW	Manier dague ondulante			Manier dagues ondulantes			
_34255D0B60104BEF	SFMCAH	Expert en combat à mains nues	un	l'\d	Experts en combat à mains nues	des	les	
_EC1526CB91DCF82F	SFMCAHM	Maître en combat à mains nues	un	le	Maîtres en combat à mains nues	des	les	
_DF566C869829F4AB	SFR	Tir	un	le	Tirs	des	les	
_52E107D12040CC74	SFR1	Tir à une main	un	le	Tirs à une main	des	les	
_5D0320E36D6B5C49	SFR1A	Initié au tir à une main	un	l'\d	Initiés au tir à une main	des	les	
_5C8878F919A85063	SFR1AB	Tir au pistolet-arbalète	un	le	Tir au pistolet-arbalète	des	les	
_8B428585BBF17573	SFR1ABM	Maître en tir au pistolet-arbalète	un	le	Maîtres en tir au pistolet-arbalète	des	les	
_4F91917A7FE18168	SFR1ABW	Tir au pistolet-arbalète ondulant	un	le	Tirs au pistolet-arbalète ondulant	des	les	
_1587247EE4D68763	SFR1AP	Tir au pistolet	un	le	Tirs au pistolet	des	les	
_375F3549F498FCE3	SFR1APL	Tir au pistolet vivant	un	le	Tirs au pistolet vivant	des	les	
_B8E0094234A828E5	SFR1APM	Maître en tir au pistolet 	un	le	Maîtres en tir au pistolet 	des	les	
_92E107D12040CC76	SFR2	Tir à deux mains	un	le	Tirs à deux mains	des	les	
_9D0320E46D7B5C49	SFR2A	Initié au tir à deux mains	un	l'\d	Initiés au tir à deux mains	des	les	
_761E05099FDCD5FF	SFR2AA	Tir à la mitrailleuse	un	le	Tirs à la mitrailleuse	des	les	
_AA2B77F770A02BC7	SFR2AAB	Tir à la mitrailleuse ardente	un	le	Tirs à la mitrailleuse ardente	des	les	
_6DFBBBE198CF6583	SFR2AAM	Maître en tir à la mitrailleuse	un	le	Maîtres en tir à la mitrailleuse	des	les	
_1D160C9E2205FC8C	SFR2AB	Tir au fusil-arbalète	un	le	Tirs au fusil-arbalète	des	les	
_52D653A403717150	SFR2ABE	Tir au fusil-arbalète électrique	un	le	Tirs au fusil-arbalète électrique	des	les	
_CD131A1802CA9469	SFR2ABM	Maître en tir au fusil-arbalète	un	le	Maîtres en tir au fusil-arbalète	des	les	
_1B56309520454883	SFR2AL	Tir au lance-grenades	un	le	Tirs au lance-grenades	des	les	
_3D708A732D6FA261	SFR2ALB	Tir au lance-grenades ardent	un	le	Tirs au lance-grenades ardent	des	les	
_D2560BACC3A1D543	SFR2ALE	Tir au lance-grenades électrique	un	le	Tirs au lance-grenades électrique	des	les	
_CED33223BD8AD85E	SFR2ALM	Maître en tir au lance-grenades	un	le	Maîtres en tir au lance-grenades	des	les	
_C9667C75A1260469	SFR2AR	Tir au fusil	un	le	Tirs au fusil	des	les	
_F6FD2DF1DABA8BF7	SFR2ARL	Tir au fusil vivant	un	le	Tirs au fusil vivant	des	les	
_725F15E15ACA8B0D	SFR2ARM	Maître en tir au fusil 	un	le	Maîtres en tir au fusil 	des	les	
_DDBA87931433927E	SCA	Créer armure			Créer armure			Créer armure
_D2364393A262BA4D	SCJ	Créer bijou			Créer bijou			Créer Bijou
_5884EFEF58C66171	SCM	Créer arme de mêlée			Créer arme de mêlée			Créer arme de mêlée
_99D5EFEF58264977	SCR	Créer arme de tir			Créer arme de tir			Créer arme de tir
_5FD19B322A25F58F	SCAH	Créer armure lourde			Créer armure lourde			Créer armure lourde
_61D19B28E3042D9B	SCAL	Créer armure légère			Créer armure légère			Créer armure légère
_77DF38E12DB84933	SCAM	Créer armure moyenne			Créer armure moyenne			Créer armure moyenne
_64C5AB99E1F93AE4	SCAS	Créer bouclier			Créer bouclier			Créer Bouclier
_A37377C336061BC0	SCJA	Créer anneau de cheville			Créer anneau de cheville			Créer Anneau de cheville
_093FE329F1ECAFD4	SCJB	Créer bracelet			Créer bracelet			Créer Bracelet
_DD557393DE0922DD	SCJD	Créer diadème			Créer diadème			Créer Diadème
_601FBCF9F83DCB49	SCJE	Créer boucle d'oreille			Créer boucle d'oreille			Créer boucle d'oreille
_8B9BF406615BCBA0	SCJP	Créer pendentif			Créer pendentif			Créer Pendentif
_58C1D9845E363A44	SCJR	Créer bague			Créer bague			Créer Bague
_DA2E7E3FCA164940	SCM1	Créer arme de mêlée à une main			Créer arme de mêlée à une main			Créer arme de mêlée à une Main
_1ACEA244CA56914A	SCM2	Créer arme de mêlée à deux mains			Créer arme de mêlée à deux mains			Créer arme de mêlée à deux mains
_1BBF8E374C36513C	SCR1	Créer arme de tir à une main			Créer arme de tir à une main			Créer arme de tir à une Main
_5B5FB23C4C769946	SCR2	Créer arme de tir à deux mains			Créer arme de tir à deux mains			Créer arme de tir à deux mains
_C96D90091C99697C	SCAHB	Créer bottes lourdes			Créer bottes lourdes			Créer Bottes lourdes
_697ECD0831C40D56	SCAHG	Créer gants lourds			Créer gants lourds			Créer Gants lourds
_AA7ED509ADD3C952	SCAHH	Créer casque lourd			Créer casque lourd			Créer Casque lourd
_4E4E90091C99616D	SCAHP	Créer pantalon lourd			Créer pantalon lourd			Créer Pantalon Lourd
_33A56AD5E544A4A6	SCAHS	Créer manches lourdes			Créer manches lourdes			Créer manches lourdes
_20CE8C7C23CF983B	SCAHV	Créer gilet lourd			Créer gilet lourd			Créer Gilet Lourd
_CA6D68E89B799980	SCALB	Créer bottes légères			Créer bottes légères			Créer Bottes légères
_6ADE4906B4841D56	SCALG	Créer gants légers			Créer gants légers			Créer Gants légers
_4F4E68E89B799171	SCALP	Créer pantalon léger			Créer pantalon léger			Créer Pantalon Léger
_70247ECF6784B4A1	SCALS	Créer manches légères			Créer manches légères			Créer manches légères
_220E7869211F8045	SCALV	Créer gilet léger			Créer gilet léger			Créer Gilet Léger
_87D2551F32F3D1D9	SCAMB	Créer bottes moyennes			Créer bottes moyennes			Créer Bottes moyennes
_64D88EDE5F5F3CBE	SCAMG	Créer gants moyens			Créer gants moyens			Créer Gants moyens
_87D2551FB22309F5	SCAMP	Créer pantalon moyen			Créer pantalon moyen			Créer Pantalon Moyen
_5ACABAE0F7050ABC	SCAMS	Créer manches moyennes			Créer manches moyennes			Créer manches moyennes
_B4F3A5EBDDB93D59	SCAMV	Créer gilet moyen			Créer gilet moyen			Créer Gilet Moyen
_4FD0C50DE565E120	SCASS	Créer grand bouclier			Créer grand bouclier			Créer grand bouclier
_7511B0F0F4FDBB1F	SCASB	Créer rondache			Créer rondache			Créer rondache
_9179C666C8DB74C1	SCJAA	Initié en création d'anneau de cheville	un	l'\d	Initiés en création d'anneau de cheville	des	les	Initié en création d'anneau de cheville
_4F6173BE58DD91EA	SCJBA	Initié en création de bracelet	un	l'\d	Initiés en création de bracelet	des	les	Initié en création de bracelet
_8F79864B46BB4CBC	SCJDA	Initié en création de diadème	un	l'\d	Initiés en création de diadème	des	les	Initié en création de diadème
_A802E327352F5D1A	SCJEA	Initié en création de boucle d'oreille	un	l'\d	Initiés en création de boucle d'oreille	des	les	Initié en création de boucle d'oreille
_E812BB26B3706D2A	SCJPA	Initié en création de pendentif	un	l'\d	Initiés en création de pendentif	des	les	Initié en création de pendentif
_7667998865D69400	SCJRA	Initié en création de bague	un	l'\d	Initiés en création de bague	des	les	Initié en création de bague
_C20EC6BE1CD10262	SCM1M	Créer massue			Créer massue			Créer massue
_9BA51FB096E46E95	SCM1T	Créer bâton			Créer bâton			Créer Bâton
_5D954FA797A46E9D	SCM1P	Créer lance			Créer lance			Créer Lance
_CF83C9346095DA3B	SCM1A	Créer hache			Créer hache			Créer Hache
_1E465BBF19146E92	SCM1S	Créer épée			Créer épée			Créer Épée
_D328F3D3EF169B83	SCM1D	Créer dague			Créer dague			Créer Dague
_A9427FC01B1BA614	SCM2M	Créer massue à deux mains			Créer massue à deux mains			Créer massue à deux mains
_020EC6CE22B30E65	SCM2P	Créer pique			Créer pique			Créer Pique
_0E465ABD275ADD87	SCM2A	Créer hache à deux mains			Créer hache à deux mains			Créer Hache à deux mains
_509D1AE6B27DF93B	SCM2S	Créer épée à deux mains			Créer épée à deux mains			Créer Épéee à deux mains
_844F549E45B094DA	SCR1B	Créer pistolet-arbalète			Créer pistolet-arbalète			Créer Pistolet-arbalète
_199A3BEC7136E7A5	SCR1P	Créer pistolet 			Créer pistolet 			Créer Pistolet 
_188BF14452C8A940	SCR2A	Créer mitrailleuse			Créer mitrailleuse			Créer Mitrailleuse
_7F6A7C4CF7D8573B	SCR2B	Créer fusil-arbalète			Créer fusil-arbalète			Créer Fusil-arbalète
_BBCA883F7538A349	SCR2L	Créer lance-grenades			Créer lance-grenades			Créer Lance-grenades
_1DA603AA97336A92	SCR2R	Créer fusil 			Créer fusil 			Créer Fusil 
_9C7ED03161F4F41B	SCAHBE	Expert en création de bottes lourdes	un	l'\d	Experts en création de bottes lourdes	des	les	Expert en création de bottes lourdes
_52495B88B6E6EF2A	SCAHGE	Expert en création de gants lourds	un	l'\d	Experts en création de gants lourds	des	les	Expert en création de gants lourds
_D4495F8A7494BB1E	SCAHHE	Expert en création de casque lourd	un	l'\d	Experts en création de casque lourd	des	les	Expert en création de casque lourd
_649E083161F4EC0D	SCAHPE	Expert en création de pantalon lourd	un	l'\d	Experts en création de pantalon lourd	des	les	Expert en création de pantalon Lourd
_87692DF1685048F1	SCAHSE	Expert en création de manches lourdes	un	l'\d	Experts en création de manches lourdes	des	les	Expert en création de manches lourdes
_4C83FF8E482B1F01	SCAHVE	Expert en création de gilet lourd	un	l'\d	Experts en création de gilet lourd	des	les	Expert en création de gilet Lourd
_9E7EA81522932C1F	SCALBE	Expert en création de bottes légères	un	l'\d	Experts en création de bottes légères	des	les	Expert en création de bottes légères
_53F9FB72B9A60F2A	SCALGE	Expert en création de gants légers	un	l'\d	Experts en création de gants légers	des	les	Expert en création de gants légers
_669EE01522932411	SCALPE	Expert en création de pantalon léger	un	l'\d	Experts en création de pantalon léger	des	les	Expert en création de pantalon Léger
_06A749EBEB9058F1	SCALSE	Expert en création de manches légères	un	l'\d	Experts en création de manches légères	des	les	Expert en création de manches légères
_CEC3FB7B46CB2BF7	SCALVE	Expert en création de gilet léger	un	l'\d	Experts en création de gilet léger	des	les	Expert en création de gilet léger
_54B10780FE546FAA	SCAMBE	Expert en création de bottes moyennes	un	l'\d	Experts en création de bottes moyennes	des	les	Expert en création de bottes moyennes
_FA9B35F82F4CDE5A	SCAMGE	Expert en création de gants moyens	un	l'\d	Experts en création de gants moyens	des	les	Expert en création de gants moyens
_54B10780BE5437D4	SCAMPE	Expert en création de pantalon moyen	un	l'\d	Experts en création de pantalon moyen	des	les	Expert en création de pantalon Moyen
_B2CDB9C4123825D5	SCAMSE	Expert en création de manches moyennes	un	l'\d	Experts en création de manches moyennes	des	les	Expert en création de manches moyennes
_8C9527646403DCFC	SCAMVE	Expert en création de gilet moyen	un	l'\d	Experts en création de gilet moyen	des	les	Expert en création de gilet moyen
_75DADE911E49E29A	SCASSE	Expert en création de bouclier	un	l'\d	Experts en création de bouclier	des	les	Expert en création de bouclier
_2FF9F3E350EEBA56	SCASBE	Expert en création de rondache	un	l'\d	Experts en création de rondache	des	les	Expert en création de rondache
_33EB92869EAABE88	SCJAAE	Expert en création d'anneau de cheville	un	l'\d	Experts en création d'anneau de cheville	des	les	Expert en création d'anneau de cheville
_0AFE3E719386C9F8	SCJBAE	Expert en création de bracelet	un	l'\d	Experts en création de bracelet	des	les	Expert en création de bracelet
_708A8A811CE9AE80	SCJDAE	Expert en création de diadème	un	l'\d	Experts en création de diadème	des	les	Expert en création de diadème
_6ED8C7F390AEF648	SCJEAE	Expert en création de boucle d'oreille	un	l'\d	Experts en création de boucle d'oreille	des	les	Expert en création de boucle d'oreille
_371807E5D10DF23E	SCJPAE	Expert en création de pendentif	un	l'\d	Experts en création de pendentif	des	les	Expert en création de pendentif
_2A3E882CEE431405	SCJRAE	Expert en création de bague	un	l'\d	Experts en création de bague	des	les	Expert en création de bague
_E26E801D66F2EC11	SCM1ME	Expert en création de massue	un	l'\d	Experts en création de massue	des	les	Expert en création de massue
_AB7962D09D5F4546	SCM1TE	Expert en création de bâton	un	l'\d	Experts en création de bâton	des	les	Expert en création de bâton
_B1D9B2C39E1F4542	SCM1PE	Expert en création de lance	un	l'\d	Experts en création de lance	des	les	Expert en création de lance
_1944FD254D6185DB	SCM1AE	Expert en création de hache	un	l'\d	Experts en création de hache	des	les	Expert en création de hache
_ABFBCAE2208F4545	SCM1SE	Expert en création d'épée	un	l'\d	Experts en création d'épée	des	les	Expert en création d'épée
_ECEB6A849DBAC286	SCM1DE	Expert en création de dague	un	l'\d	Experts en création de dague	des	les	Expert en création de dague
_285BCAB50A3ABC3A	SCM2ME	Expert en création de massue à deux mains	un	l'\d	Experts en création de massue à deux mains	des	les	Expert en création de massue à deux mains
_226E80256C230414	SCM2PE	Expert en création de pique	un	l'\d	Experts en création de pique	des	les	Expert en création de pique
_935915645B8CD569	SCM2AE	Expert en création de hache à deux mains	un	l'\d	Experts en création de hache à deux mains	des	les	Expert en création de hache à deux mains
_1C316126C159F7E0	SCM2SE	Expert en création d'épée en deux mains	un	l'\d	Experts en création d'épée en deux mains	des	les	Expert en création d'épée en deux mains
_4D32DB99CD0B97C0	SCR1BE	Expert en création de pistolet-arbalète	un	l'\d	Experts en création de pistolet-arbalète	des	les	Expert en création de pistolet-arbalète
_331CE29DA0D902A9	SCR1PE	Expert en création de pistolet	un	l'\d	Experts en création de pistolet	des	les	Expert en création de pistolet
_34B1D38BC1F65F56	SCR2AE	Expert en création de mitrailleuse	un	l'\d	Experts en création de mitrailleuse	des	les	Expert en création de mitrailleuse
_C9BF22961B6405F1	SCR2BE	Expert en création de fusil-arbalète 	un	l'\d	Experts en création de fusil-arbalète 	des	les	Expert en création de fusil-arbalète 
_C29F26879C444513	SCR2LE	Expert en création de lance-grenades	un	l'\d	Experts en création de lance-grenades	des	les	Expert en création de lance-grenades
_6B8A86C05EAE4144	SCR2RE	Expert en création de fusil 	un	l'\d	Experts en création de fusil 	des	les	Expert en création de fusil 
_139FBB5D95B2BF43	SCAHBEM	Maître en création de bottes lourdes	un	le	Maîtres en création de bottes lourdes	des	les	Maître en création de bottes lourdes
_F24C383D2FC22E66	SCAHGEM	Maître en création de gants lourds	un	le	Maîtres en création de gants lourds	des	les	Maître en création de gants lourds
_334C403EABD1EA62	SCAHHEM	Maître en création de casque lourd	un	le	Maîtres en création de casque lourd	des	les	Maître en création de casque lourd
_57BFF35D95A28351	SCAHPEM	Maître en création de pantalon lourd	un	le	Maîtres en création de pantalon lourd	des	les	Maître en création de pantalon Lourd
_382355F9D6AEF7D4	SCAHSEM	Maître en création de manches lourdes	un	le	Maîtres en création de manches lourdes	des	les	Maître en création de manches lourdes
_F4A9075C9437CE39	SCAHVEM	Maître en création de gilet lourd	un	le	Maîtres en création de gilet lourd	des	les	Maître en création de gilet Lourd
_154F6F55D651E747	SCALBEM	Maître en création de bottes légères	un	le	Maîtres en création de bottes légères	des	les	Maître en création de bottes légères
_F3ACB43BB2823E66	SCALGEM	Maître en création de gants légers	un	le	Maîtres en création de gants légers	des	les	Maître en création de gants légers
_596FA755D641AB55	SCALPEM	Maître en création de pantalon léger	un	le	Maîtres en création de pantalon léger	des	les	Maître en création de pantalon Léger
_B7114D07D9EEF7D4	SCALSEM	Maître en création de manches légères	un	le	Maîtres en création de manches légères	des	les	Maître en création de manches légères
_7699DF5D12D7CA2F	SCALVEM	Maître en création de gilet léger	un	le	Maîtres en création de gilet léger	des	les	Maître en création de gilet léger
_10A0C05430F1F2E9	SCAMBEM	Maître en création de bottes moyennes	un	le	Maîtres en création de bottes moyennes	des	les	Maître en création de bottes moyennes
_CA4139105ECAC92F	SCAMGEM	Maître en création de gants moyens	un	le	Maîtres en création de gants moyens	des	les	Maître en création de gants moyens
_10A0C054B0212A05	SCAMPEM	Maître en création de pantalon moyens	un	le	Maîtres en création de pantalon moyens	des	les	Maître en création de pantalons moyens
_D14C5191C5C624E9	SCAMSEM	Maître en création de manches moyennes	un	le	Maîtres en création de manches moyennes	des	les	Maître en création de manches moyennes
_DEA2EEA15581571B	SCAMVEM	Maître en création de gilet moyen	un	le	Maîtres en création de gilet moyen	des	les	Maître en création de gilet moyen
_7E39467851982DE1	SCASSEM	Maître en création de bouclier	un	le	Maîtres en création de bouclier	des	les	Maître en création de bouclier
_21BAE7BA91D79C0C	SCASBEM	Maître en création de rondache	un	le	Maîtres en création de rondache	des	les	Maître en création de rondache
_40D93268D27851CF	SCJAAEM	Maître en création d'anneau de cheville	un	le	Maîtres en création d'anneau de cheville	des	les	Maître en création d'anneau de cheville
_4CFC9672F4A2B91F	SCJBAEM	Maître en création de bracelet	un	le	Maîtres en création de bracelet	des	les	Maître en création de bracelet
_BBE90A61913735C7	SCJDAEM	Maître en création de diadème	un	le	Maîtres en création de diadème	des	les	Maître en création de diadème
_65D9E3D20808CCF3	SCJEAEM	Maître en création de boucle d'oreille	un	le	Maîtres en création de boucle d'oreille	des	les	Maître en création de boucle d'oreille
_EA990BCE4BD89CF6	SCJPAEM	Maître en création de pendentif	un	le	Maîtres en création de pendentif	des	les	Maître en création de pendentif
_93AC410BE1F13766	SCJRAEM	Maître en création de bague	un	le	Maîtres en création de bague	des	les	Maître en création de bague
_4BDC31F31ACF2372	SCM1MEM	Maître en création de massue	un	le	Maîtres en création de massue	des	les	Maître en création de massue
_28CDCED7137DAC42	SCM1TEM	Maître en création de bâton	un	le	Maîtres en création de bâton	des	les	Maître en création de bâton
_2EEEDAD3127DAC3E	SCM1PEM	Maître en création de lance	un	le	Maîtres en création de lance	des	les	Maître en création de lance
_18D0F45804CF6C30	SCM1AEM	Maître en création de hache	un	le	Maîtres en création de hache	des	les	Maître en création de hache
_282F6EEBD37DAC41	SCM1SEM	Maître en création d'épée	un	le	Maîtres en création d'épée	des	les	Maître en création d'épée
_78F9F6678F8849CD	SCM1DEM	Maître en création de dague	un	le	Maîtres en création de dague	des	les	Maître en création de dague
_99FC85A9D93452ED	SCM2MEM	Maître en création de massue à deux mains	un	le	Maîtres en création de massue à deux mains	des	les	Maître en création de massue à deux mains
_8BDC310320B12F75	SCM2PEM	Maître en création de pique	un	le	Maîtres en création de pique	des	les	Maître en création de pique
_99D9D068E10A18BA	SCM2AEM	Maître en création de hache à deux mains	un	le	Maîtres en création de hache à deux mains	des	les	Maître en création de hache à deux mains
_98904438F1565B2E	SCM2SEM	Maître en création d'épée en deux mains	un	le	Maîtres en création d'épée en deux mains	des	les	Maître en création d'épée en deux mains
_88910F507D1DA21D	SCR1BEM	Maître en création de pistolet-arbalète	un	le	Maîtres en création de pistolet-arbalète	des	les	Maître en création de pistolet-arbalète
_3E2B7A7F91E859F0	SCR1PEM	Maître en création de pistolet	un	le	Maîtres en création de pistolet	des	les	Maître en création de pistolet
_98CFC45BF682F2BE	SCR2AEM	Maître en création de mitrailleuse	un	le	Maîtres en création de mitrailleuse	des	les	Maître en création de mitrailleuse
_C75DA69E36B1B92E	SCR2BEM	Maître en création de fusil-arbalète 	un	le	Maîtres en création de fusil-arbalète 	des	les	Maître en création de fusil-arbalète 
