*HASH_VALUE	skill ID	name	ia	da	p	pia	pda	description
_5E798E3F74FE345E	SMLOSMA	Enlace avanzado de locura	un	el	Enlaces avanzados de locura		los	Enlace avanzado de magia ofensiva de enfermedad - Locura
_26EEA5D39E743F06	SMLOSSA	Enlace avanzado de disminución de velocidad	un	el	Enlaces avanzados de disminución de velocidad		los	Enlace avanzado de magia ofensiva de debilidad - Velocidad
_5172DB6301F6E8D5	SMLOCIA	Enlace avanzado de incapacidad	un	el	Enlaces avanzados de incapacidad		los	Enlace avanzado de magia ofensiva de maldición - Incapacidad
_9163A3774C6560F0	SMLOCSA	Enlace avanzado de infortunio	un	el	Enlaces avanzados de infortunio		los	Enlace avanzado de magia ofensiva de maldición - Infortunio
_6AD31D5BA8BF214B	SMLOECA	Enlace avanzado de frio	un	el	Enlaces avanzados de frio		los	Daño especial del enlace avanzado de magia ofensiva - Frio
_EAA3ED59E7FF053F	SMLOEAA	Enlace avanzado de ácido	un	el	Enlaces avanzados de ácido		los	Daño especial del enlace avanzado de magia ofensiva - Acido
_A7C460984F98020C	SMLOERA	Enlace avanzado de pudrición	un	el	Enlaces avanzados de pudrición		los	Daño especial del enlace avanzado de magia ofensiva - Pudrición
_6B34055F296F5145	SMLOEFA	Enlace avanzado de fuego	un	el	Enlaces avanzados de fuego		los	Daño especial del enlace avanzado de magia ofensiva - Fuego
_D4F777BB9FE1FFC6	SMLOESA	Enlace avanzado de onda de choque	un	el	Enlaces avanzados de onda de choque		los	Daño especial del enlace avanzado de magia ofensiva - Onda de choque
_663E8A6237DAFF8F	SMLOEPA	Enlace avanzado de veneno	un	el	Enlaces avanzados de veneno		los	Daño especial del enlace avanzado de magia ofensiva - Envenenamiento
_F03F1412EF9651DB	SMLOEEA	Enlace avanzado de electricidad	un	el	Enlaces avanzados de electricidad		los	Daño especial del enlace avanzado de magia ofensiva - Electricidad
_6E57968BCB587F8E	SMD	Magia protectora	una	la	Magias protectoras		las	Magia protectora
_E4EAEA05C036B3CB	SMDA	Neutralización mágica	una	la	Neutralizaciones mágicas		las	Neutralización mágica
_8BE8FBCCF2B753CD	SMDAA	Neutralización mágica avanzada	una	la	Neutralizaciones mágicas avanzadas		las	Neutralización mágica avanzada
_EF9774F6512DD4CE	SMDAAE	Ciencia de neutralización mágica	una	la	Ciencias de neutralización mágica		las	Ciencia de eutralización mágica
_ED65F0BA7B50E721	SMDAAEM	Maestría en neutralización mágica	una	la	Maestrías en neutralización mágica		las	Maestría en neutralización mágica
_397B66BC32CD0D7C	SMDH	Magia curativa	una	la	Magias curativas		las	Magia curativa
_35B7302DA7A9A4E6	SMDHA	Magia curativa avanzada	una	la	Magias curativas avanzadas		las	Magia curativa avanzada
_ED96DA1DA02EF778	SMDHAE	Ciencia de magia curativa	una	la	Ciencias en magia curativa		las	Ciencia de magia curativa
_E4A67EED911AA10F	SMDHAEM	Maestría en magia curativa	una	la	Maestrías en magia curativa		las	Maestría en magia curativa
_27450790EC3DF79C	SMO	Magia de combate	una	la	Magias de combate		las	Magia de combate
_E49AEA05C036BFEC	SMOA	Magia debilitadora	una	la	Magias debilitadoras		las	Magia debilitadora
_8B9803E2326753CD	SMOAA	Magia debilitadora avanzada	una	la	Magias debilitadoras avanzadas		las	Magia debilitadora avanzada
_B14774F6514D2CCF	SMOAAE	Ciencia de magia debilitadora	una	la	Ciencias en magia debilitadora		las	Ciencia de magia debilitadora
_AF15F0BABB101322	SMOAAEM	Maestría en magia debilitadora	una	la	Maestrías en magia debilitadora		las	Maestría en magia debilitadora
_AEBEAF4BCABFFB1C	SMOE	Magia ofensiva	una	la	Magias ofensivas		las	Magia ofensiva
_8C6B9F1DA778E81E	SMOEA	Magia ofensiva avanzada	una	la	Magias ofensivas avanzadas		las	Magia ofensiva avanzada
_FC649D9073CA8292	SMOEAE	Ciencia de magia ofensiva	una	la	Ciencias en magia ofensiva		las	Ciencia de magia ofensiva
_32E3FD659EAB950B	SMOEAEM	Maestría en magia ofensiva	una	la	Maestrías en magia ofensiva		las	Maestría en magia ofensiva
_B93945D8AB4CE8F7	SMS	Magia sobre sí mismo	una	la	Magias sobre sí mismo		las	Magia sobre sí mismo
_83F4433CC9AD94E4	SMSS	Magia personal	una	la	Magias personales		las	Magia personal
_779EFD45D0FE3F50	SMSSA	Magia personal avanzada	una	la	Magias personales avanzadas		las	Magia personal avanzada
_319B0363794BC094	SMSSAE	Ciencia de magia personal	una	la	Ciencias en magia personal		las	Ciencia de magia personal
_2C19F048303A87DB	SMSSAEM	Maestría en magia personal	una	la	Maestrísa en magia personal		las	Maestría en magia personal
_DC262CA3A8C7EC7E	SF	Combate	un	el	Combates		los	Combate
_9FB46C869809E4AD	SFM	Combate cerrado	un	el	Combates cerrados		los	Combate cerrado o cuerpe a cuerpo
_529007CD20C0A474	SFM1	Combate con arma a una mano	un	el	Combates con a una mano		los	
_13BDE7BA6940A996	SFM1B	Combate con arma contundente a una mano	un	el	Combates con arma contundente a una mano		los	
_D94507669A13E45F	SFM1BM	Combate con porra	un	el	Combates con porra		los	
_73DA5D3CEA2FF9DB	SFM1BME	Combate con porra eléctrica	un	el	Combates con porra eléctrica		los	
_78CE19EFDB927FA1	SFM1BMM	Maestría en porra	una	la	Maestrías en porra		las	
_8974507B67460C6B	SFM1BS	Combate con palo	un	el	Combates con palo		los	
_322EE5D7E0EA8F0E	SFM1BSM	Maestría en palo	una	la	Maestrías en palo		las	
_D1ADF7B1698099A1	SFM1P	Combate con arma punzante a una mano	un	el	Combates con arma punzante a una mano		los	
_8CE54C7B65460C87	SFM1PS	Combate con pica	un	el	Combates con pica		los	
_093C6256AECD9909	SFM1PSE	Combate con pica eléctrica	un	el	Combates con pica eléctrica		los	
_B64ED5EF5EDA8F06	SFM1PSL	Combate con pica viviente	un	el	Combates con pica viviente		los	
_32B0BDDFDEEA8F1C	SFM1PSM	Maestría en pica	una	la	Maestrías en pica		las	
_13BDE7B96940A5A7	SFM1S	Combate con arma cortante a una mano	un	el	Combates con arma cortante a una mano		los	
_D315B84E2AA27C98	SFM1SA	Combate con hacha pequeña	un	el	Combates con hacha pequeña		los	
_78ADFD175B5EB7F5	SFM1SAB	Combate con hacha pequeña ardiente	un	el	Combates con hacha pequeña ardiente		los	
_C7DFA10129549B6B	SFM1SAM	Maestría en hacha pequeña	una	la	Maestrías en hacha pequeña		las	
_0915B88CE7460C8D	SFM1SS	Combate con espada a una mano	un	el	Combates con espada a una mano		los	
_32EE45F360EA8F1F	SFM1SSM	Maestría en espada a una mano	una	la	Maestrías en espada a una mano		las	
_B68C5DF3648B8F09	SFM1SSW	Combate con espada ondulante a una mano	un	el	Combates con espada ondulante a una mano		los	
_929007CD20C0A476	SFM2	Combate con arma a dos manos	un	el	Combates con arma a dos manos		los	
_53BDE7BB6940AD96	SFM2B	Combate con arma contundente a dos manos	un	el	Combates con arma contundente a dos manos		los	
_F15CD1694847CDF2	SFM2BM	Combate con maza	un	el	Combates con maza		los	
_5704967E575AEBA6	SFM2BME	Combate con maza eléctrica	un	el	Combates con maza eléctrica		los	
_301A7FEFCE1033BC	SFM2BMM	Maestría en maza	una	la	Maestrías en maza		las	
_11ADF7B269809DA1	SFM2P	Combate con arma punzante a dos manos	un	el	Combate con arma punzante a dos manos		los	
_DA260B769EF51070	SFM2PP	Combate con lanza	un	el	Combates con lanza		los	
_37ADF902A12397A4	SFM2PPL	Combate con lanza viviente	un	el	Combates con lanza viviente		los	
_B8CE19F7DF4397AF	SFM2PPM	Maestría en lanza	una	la	Maestrías en lanza		las	
_53BDE7BA6940A9A7	SFM2S	Combate con arma cortante a dos manos	un	el	Combates con arma cortante a dos manos		los	
_F8ED4DD3B04A51ED	SFM2SA	Combate con hacha grande	un	el	Combates con hacha grande		los	
_2CFAC7993848E3D5	SFM2SAB	Combate con hacha ardiente grande	un	el	Combates con hacha ardiente grande		los	
_EDAB73465D5509C0	SFM2SAM	Maestría en hacha grande	una	la	Maestrías en hacha grande		las	
_F1DCBDCC6B38D1F9	SFM2SS	Combate con espada a dos manos	un	el	Combates con espada a dos manos		los	
_AAB855AC86495BC6	SFM2SSB	Combate con espada ardiente	un	el	Combates con espada ardiente		los	
_2B882A40FCA567C1	SFM2SSL	Combate con espada viviente	un	el	Combates con espada viviente		los	
_2DD80E41FC666FC3	SFM2SSM	Maestría en espada a dos manos	una	la	Maestrías en espada a dos manoss		las	
_2B08364BFC5667C1	SFM2SSW	Combate con espada ondulante a dos manos	un	el	Combates con espada ondulante a dos manos		los	
_3848BBF1F2187460	SFMC	Combate cuerpo a cuerpo	un	el	Combates cuerpo a cuerpo		los	
_60988398DCA6C997	SFMCA	Ciencia del combate cuerpo a cuerpo	una	la	Ciencias dels combate cuerpo a cuerpo		las	
_D6D5D066DF15B854	SFMCAD	Combate con daga	un	el	Combates con daga		los	
_BA9DD135EFD7CCE9	SFMCADL	Combate con daga viviente	un	el	Combates con daga viviente		los	
_3B1EA52E2FE7F8EB	SFMCADM	Maestría en daga	una	la	Maestrías en daga		las	
_BA9DB138B188CCE9	SFMCADW	Combate con daga ondulante	un	el	Combates con daga ondulante		los	
_34255D0B60104BEF	SFMCAH	Combate sin armas	un	el	Combates sin armas		los	Combate sin armas, mano a mano
_EC1526CB91DCF82F	SFMCAHM	Maestría en combate sin armas	una	la	Maestrías en combate sin armas		las	
_DF566C869829F4AB	SFR	Combate a distancia	un	el	Combates a distancia		los	
_52E107D12040CC74	SFR1	Tiro con arma a una mano	un	el	Tiros con arma a una mano		los	
_5D0320E36D6B5C49	SFR1A	Ciencia de las armas de tiro a una mano	una	la	Ciencia de las armas de tiro a una mano		las	
_5C8878F919A85063	SFR1AB	Tiro con ballesta liviana	un	el	Tiros con ballesta liviana		los	
_8B428585BBF17573	SFR1ABM	Maestría en ballesta liviana	una	la	Maestrías en ballesta liviana		las	
_4F91917A7FE18168	SFR1ABW	Tiro con ballesta ondulante	un	el	Tiros con ballesta ondulante		los	
_1587247EE4D68763	SFR1AP	Tiro con pistola	un	el	Tiros con pistola		los	
_375F3549F498FCE3	SFR1APL	Tiro con pistola viviente	un	el	Tiros con pistola viviente		los	
_B8E0094234A828E5	SFR1APM	Maestría en pistola viviente	una	la	Maestrías en pistola viviente		las	
_92E107D12040CC76	SFR2	Tiro con arma a dos manos	un	el	Tiros con arma a dos manos		los	
_9D0320E46D7B5C49	SFR2A	Ciencia de las armas de tiro a dos manos	una	la	Ciencias de las armas de tiro a dos manos		las	
_761E05099FDCD5FF	SFR2AA	Tiro con metralleta	un	el	Tiros con metralleta		los	
_AA2B77F770A02BC7	SFR2AAB	Tiro con metralleta ardiente	un	el	Tiros con metralleta ardiente		los	
_6DFBBBE198CF6583	SFR2AAM	Maestría en metralleta	una	la	Maestrías en metralleta		las	
_1D160C9E2205FC8C	SFR2AB	Tiro con ballesta	un	el	Tiros con ballesta		los	
_52D653A403717150	SFR2ABE	Tiro con ballesta eléctrico	un	el	Tiros con ballesta eléctrico		los	
_CD131A1802CA9469	SFR2ABM	Maestría en ballesta	una	la	Maestrías en ballesta		las	
_1B56309520454883	SFR2AL	Tiro con lanzagranadas	un	el	Tiros con lanzagranadas		los	
_3D708A732D6FA261	SFR2ALB	Tiro con lanzagranadas ardiente	un	el	Tiros con lanzagranadas ardiente		los	
_D2560BACC3A1D543	SFR2ALE	Tiro con lanzagranadas eléctrico	un	el	Tiros con lanzagranadas eléctrico		los	
_CED33223BD8AD85E	SFR2ALM	Maestría en lanzagranadas	una	la	Maestrías en lanzagranadas		las	
_C9667C75A1260469	SFR2AR	Tiro con fusil	un	el	Tiros con fusil		los	
_F6FD2DF1DABA8BF7	SFR2ARL	Tiro con fusil viviente	un	el	Tiros con fusil viviente		los	
_725F15E15ACA8B0D	SFR2ARM	Maestría en fusil	una	la	Maestrías en fusil		las	
_DDBA87931433927E	SCA	Fabricación de armadura	una	la	Fabricaciones de armadura		las	
_D2364393A262BA4D	SCJ	Fabricación de joya	una	el	Fabricaciones de joya		las	
_5884EFEF58C66171	SCM	Fabricación de arma de lucha cuerpo a cuerpo	una	la	Fabricaciones de arma de lucha cuerpo a cuerpo		las	
_99D5EFEF58264977	SCR	Fabricación de arma de tiro	una	la	Fabricaciones de arma de tiro		la	
_5FD19B322A25F58F	SCAH	Fabricación de armadura pesada	una	la	Fabricaciones de armadura pesada		las	
_61D19B28E3042D9B	SCAL	Fabricación de armadura liviana	una	la	Fabricaciones de armadura liviana		las	
_77DF38E12DB84933	SCAM	Fabricación de armadura mediana	una	la	Fabricaciones de armadura mediana		las	
_64C5AB99E1F93AE4	SCAS	Fabricación de escudo	una	la	Fabricaciones de escudo		las	
_A37377C336061BC0	SCJA	Fabricación de tobillera	una	la	Fabricaciones de tobillera		las	
_093FE329F1ECAFD4	SCJB	Fabricación de brazalete	una	la	Fabricaciones de brazalete		las	
_DD557393DE0922DD	SCJD	Fabricación de diadema	una	la	Fabricaciones de diadema		las	
_601FBCF9F83DCB49	SCJE	Fabricación de arete	una	la	Fabricaciones de arete		las	
_8B9BF406615BCBA0	SCJP	Fabricación de colgante	una	la	Fabricaciones de colgante		las	
_58C1D9845E363A44	SCJR	Fabricación de anillo	una	la	Fabricaciones de anillo		la	
_DA2E7E3FCA164940	SCM1	Fabricación de arma de una mano para el cuerpo a cuerpo	una	la	Fabricaciones de arma de una mano para el cuerpo a cuerpo		las	
_1ACEA244CA56914A	SCM2	Fabricación de arma de dos manos para el cuerpo a cuerpo	una	la	Fabricaciones de arma de dos manos para el cuerpo a cuerpo		las	
_1BBF8E374C36513C	SCR1	Fabricación de arma de tiro de una mano	una	la	Fabricaciones de arma de tiro de una mano		las	
_5B5FB23C4C769946	SCR2	Fabricación de arma de tiro de una mano	una	la	Fabricaciones de arma de tiro de dos manos		las	
_C96D90091C99697C	SCAHB	Fabricación de botas pesadas	una	la	Fabricaciones de botas pesadas		las	
_697ECD0831C40D56	SCAHG	Fabricación de guantes pesados	una	la	Fabricaciones de guantes pesados		las	
_AA7ED509ADD3C952	SCAHH	Fabricación de casco pesado	una	la	Fabricaciones de casco pesado		las	
_4E4E90091C99616D	SCAHP	Fabricación de pantalón pesado	una	la	Fabricaciones de pantalón pesado		las	
_33A56AD5E544A4A6	SCAHS	Fabricación de mangas pesadas	una	la	Fabricaciones de mangas pesadas		las	
_20CE8C7C23CF983B	SCAHV	Fabricación de chaleco pesado	una	la	Fabricaciones de chaleco pesado		las	
_CA6D68E89B799980	SCALB	Fabricación de botas livianas	una	la	Fabricaciones de botas livianas		las	
_6ADE4906B4841D56	SCALG	Fabricación de guantes livianos	una	la	Fabricaciones de guantes livianos		las	
_4F4E68E89B799171	SCALP	Fabricaciones de pantalón liviano	una	la	Fabricaciones de pantalón liviano		las	
_70247ECF6784B4A1	SCALS	Fabricación de mangas livianos	una	la	Fabricaciones de mangas livianos		las	
_220E7869211F8045	SCALV	Fabricación de chaleco liviano	una	la	Fabricaciones de chaleco liviano		las	
_87D2551F32F3D1D9	SCAMB	Fabricación de botas medianas	una	la	Fabricaciones de botas medianas		las	
_64D88EDE5F5F3CBE	SCAMG	Fabricación de guantes medianos	una	la	Fabricaciones de guantes medianos		las	
_87D2551FB22309F5	SCAMP	Fabricación de pantalón mediano	una	la	Fabricaciones de pantalón mediano		las	
_5ACABAE0F7050ABC	SCAMS	Fabricación de mangas medianas	una	la	Fabricaciones de mangas medianas		las	
_B4F3A5EBDDB93D59	SCAMV	Fabricación de chaleco mediano	una	la	Fabricaciones de chaleco mediano		las	
_4FD0C50DE565E120	SCASS	Fabricación de escudo	una	la	Fabricaciones de escudo		las	
_7511B0F0F4FDBB1F	SCASB	Fabricación de adarga	una	la	Fabricaciones de adarga		las	
_9179C666C8DB74C1	SCJAA	Fabricación avanzada de tobillera	una	la	Fabricaciones de tobillera		las	
_4F6173BE58DD91EA	SCJBA	Fabricación avanzada de brazalete	una	la	Fabricaciones de brazalete		las	
_8F79864B46BB4CBC	SCJDA	Fabricación avanzada de diadema	una	la	Fabricaciones de diadema		las	
_A802E327352F5D1A	SCJEA	Fabricación avanzada de arete	una	la	Fabricaciones de arete		las	
_E812BB26B3706D2A	SCJPA	Fabricación avanzada de colgante	una	la	Fabricaciones de colgante		las	
_7667998865D69400	SCJRA	Fabricación avanzada de anillo	una	la	Fabricaciones de anillo		las	
_C20EC6BE1CD10262	SCM1M	Fabricación de porra	una	la	Fabricaciones de porra		las	
_9BA51FB096E46E95	SCM1T	Fabricación de palo	una	la	Fabricaciones de palo		las	
_5D954FA797A46E9D	SCM1P	Fabricación de pica	una	la	Fabricaciones de pica		las	
_CF83C9346095DA3B	SCM1A	Fabricación de hacha pequeña	una	la	Fabricaciones de hacha pequeña		las	
_1E465BBF19146E92	SCM1S	Fabricación de espada a una mano	una	la	Fabricaciones de espada a una mano		las	
_D328F3D3EF169B83	SCM1D	Fabricación de daga	una	la	Fabricaciones de daga		las	
_A9427FC01B1BA614	SCM2M	Fabricación de maza	una	la	Fabricaciones de maza		las	
_020EC6CE22B30E65	SCM2P	Fabricación de lanza	una	la	Fabricaciones de lanza		las	
_0E465ABD275ADD87	SCM2A	Fabricación de hacha grande	una	la	Fabricaciones de hacha grande		las	
_509D1AE6B27DF93B	SCM2S	Fabricación de espada a dos manos	una	la	Fabricaciones de espada a dos manos		las	
_844F549E45B094DA	SCR1B	Fabricación de ballesta liviana	una	la	Fabricaciones de ballesta liviana		las	
_199A3BEC7136E7A5	SCR1P	Fabricación de pistola	una	la	Fabricaciones de pistola		las	
_188BF14452C8A940	SCR2A	Fabricación de metralleta	una	la	Fabricaciones de metralleta		las	
_7F6A7C4CF7D8573B	SCR2B	Fabricación de ballesta	una	la	Fabricaciones de ballesta		las	
_BBCA883F7538A349	SCR2L	Fabricación de lanzagranadas	una	la	Fabricaciones de lanzagranadas		las	
_1DA603AA97336A92	SCR2R	Fabricación de fusil	una	la	Fabricaciones de fusil		las	
_9C7ED03161F4F41B	SCAHBE	Ciencia de fabricación de botas pesadas	una	la	Ciencias de fabricación de botas pesadas		las	
_52495B88B6E6EF2A	SCAHGE	Ciencia de fabricación de guantes pesados	una	la	Ciencias de fabricación de guantes pesados		las	
_D4495F8A7494BB1E	SCAHHE	Ciencia de la fabricación de casco pesado	una	la	Ciencias de la fabricación de casco pesado		las	
_649E083161F4EC0D	SCAHPE	Ciencia de la fabricación de pantalón pesados	una	la	Ciencias de la fabricación de pantalón pesados		las	
_87692DF1685048F1	SCAHSE	Ciencia de la fabricación de mangas pesadas	una	la	Ciencias de la fabricación de mangas pesadas		las	
_4C83FF8E482B1F01	SCAHVE	Ciencia de la fabricación de chaleco pesado	una	la	Ciencias de la fabricación de chaleco pesado		las	
_9E7EA81522932C1F	SCALBE	Ciencia de la fabricación de botas livianas	una	la	Ciencias de la fabricación de botas livianas		las	
_53F9FB72B9A60F2A	SCALGE	Ciencia de la fabricación de guantes livianos	una	la	Ciencias de la fabricación de guantes livianos		las	
_669EE01522932411	SCALPE	Ciencia de la fabricación de pantalón livianos	una	la	Ciencias de la fabricación de pantalón livianos		las	
_06A749EBEB9058F1	SCALSE	Ciencia de la fabricación de mangas livianas	una	la	Ciencias de la fabricación de mangas livianas		las	
_CEC3FB7B46CB2BF7	SCALVE	Ciencia de la fabricación de chaleco liviano	una	la	Ciencias de la fabricación de chaleco liviano		las	
_54B10780FE546FAA	SCAMBE	Ciencia de la fabricación de botas medianas	una	la	Ciencias de la fabricación de botas medianas		las	
_FA9B35F82F4CDE5A	SCAMGE	Ciencia de la fabricación de guantes medianos	una	la	Ciencias de la fabricación de guantes medianos		las	
_54B10780BE5437D4	SCAMPE	Ciencia de la fabricación de pantalón medianos	una	la	Ciencias de la fabricación de pantalón medianos		las	
_B2CDB9C4123825D5	SCAMSE	Ciencia de la fabricación de mangas medianas	una	la	Ciencias de la fabricación de mangas medianas		las	
_8C9527646403DCFC	SCAMVE	Ciencia de la fabricación de chaleco mediano	una	la	Ciencias de la fabricación de chaleco mediano		las	
_75DADE911E49E29A	SCASSE	Ciencia de la fabricación de escudo	una	la	Ciencias de la fabricación de escudo		las	
_2FF9F3E350EEBA56	SCASBE	Ciencia de la fabricación de adarga	una	la	Ciencias de la fabricación de adarga		las	
_33EB92869EAABE88	SCJAAE	Ciencia de la fabricación de tobillera	una	la	Ciencias de la fabricación de tobillera		las	
_0AFE3E719386C9F8	SCJBAE	Ciencia de la fabricación de brazalete	una	la	Ciencias de la fabricación de brazalete		las	
_708A8A811CE9AE80	SCJDAE	Ciencia de la fabricación de diadema	una	la	Ciencias de la fabricación de diadema		las	
_6ED8C7F390AEF648	SCJEAE	Ciencia de la fabricación de arete	una	la	Ciencias de la fabricación de arete		las	
_371807E5D10DF23E	SCJPAE	Ciencia de la fabricación de colgante	una	la	Ciencias de la fabricación de colgante		las	
_2A3E882CEE431405	SCJRAE	Ciencia de la fabricación de anillo	una	la	Ciencias de la fabricación de anillo		las	
_E26E801D66F2EC11	SCM1ME	Ciencia de la fabricación de porra	una	la	Ciencias de la fabricación de porra		las	
_AB7962D09D5F4546	SCM1TE	Ciencia de la fabricación de palo	una	la	Ciencias de la fabricación de palo		las	
_B1D9B2C39E1F4542	SCM1PE	Ciencia de la fabricación de pica	una	la	Ciencias de la fabricación de pica		las	
_1944FD254D6185DB	SCM1AE	Ciencia de la fabricación de hacha pequeña	una	la	Ciencias de la fabricación de hacha pequeña		las	
_ABFBCAE2208F4545	SCM1SE	Ciencia de la fabricación de espada a una mano	una	la	Ciencias de la fabricación de espada a una mano		las	
_ECEB6A849DBAC286	SCM1DE	Ciencia de la fabricación de daga	una	la	Ciencias de la fabricación de daga		las	
_285BCAB50A3ABC3A	SCM2ME	Ciencia de la fabricación de maza	una	la	Ciencias de la fabricación de maza		las	
_226E80256C230414	SCM2PE	Ciencia de la fabricación de lanza	una	la	Ciencias de la fabricación de lanza		las	
_935915645B8CD569	SCM2AE	Ciencia de la fabricación de hacha grande	una	la	Ciencias de la fabricación de hacha grande		las	
_1C316126C159F7E0	SCM2SE	Ciencia de la fabricación de espada a dos manos	una	la	Ciencias de la fabricación de espada a dos manos		las	
_4D32DB99CD0B97C0	SCR1BE	Ciencia de la fabricación de ballesta liviana	una	la	Ciencias de la fabricación de ballesta liviana		las	
_331CE29DA0D902A9	SCR1PE	Ciencia de la fabricación de pistola	una	la	Ciencias de la fabricación de pistola		las	
_34B1D38BC1F65F56	SCR2AE	Ciencia de la fabricación de metralleta	una	la	Ciencias de la fabricación de metralleta		las	
_C9BF22961B6405F1	SCR2BE	Ciencia de la fabricación de ballesta	una	la	Ciencias de la fabricación de ballesta		las	
_C29F26879C444513	SCR2LE	Ciencia de la fabricación de lanzagranadas	una	la	Ciencias de la fabricación de lanzagranadas		las	
_6B8A86C05EAE4144	SCR2RE	Ciencia de la fabricación de fusil	una	la	Ciencias de la fabricación de fusil		las	
_139FBB5D95B2BF43	SCAHBEM	Maestría en la fabricación de botas pesadas	una	la	Maestrías en la fabricación de botas pesadas		las	
_F24C383D2FC22E66	SCAHGEM	Maestría en la fabricación de guantes pesados	una	la	Maestrías en la fabricación de guantes pesados		las	
_334C403EABD1EA62	SCAHHEM	Maestría en la fabricación de casco pesado	una	la	Maestrías en la fabricación de casco pesado		las	
_57BFF35D95A28351	SCAHPEM	Maestría en la fabricación de pantalón pesado	una	la	Maestrías en la fabricación de pantalón pesado		las	
_382355F9D6AEF7D4	SCAHSEM	Maestría en la fabricación de mangas pesadas	una	la	Maestrías en la fabricación de mangas pesadas		las	
_F4A9075C9437CE39	SCAHVEM	Maestría en la fabricación de chaleco pesado	una	la	Maestrías en la fabricación de chaleco pesado		las	
_154F6F55D651E747	SCALBEM	Maestría en la fabricación de botas livianas	una	la	Maestrías en la fabricación de botas livianas		las	
_F3ACB43BB2823E66	SCALGEM	Maestría en la fabricación de guantes livianos	una	la	Maestrías en la fabricación de guantes livianos		las	
_596FA755D641AB55	SCALPEM	Maestría en la fabricación de pantalón liviano	una	la	Maestrías en la fabricación de pantalón liviano		las	
_B7114D07D9EEF7D4	SCALSEM	Maestría en la fabricación de mangas livianas	una	la	Maestrías en la fabricación de mangas livianas		las	
_7699DF5D12D7CA2F	SCALVEM	Maestría en la fabricación de chaleco liviano	una	la	Maestrías en la fabricación de chaleco liviano		las	
_10A0C05430F1F2E9	SCAMBEM	Maestría en la fabricación de botas medianas	una	la	Maestrías en la fabricación de botas medianas		las	
_CA4139105ECAC92F	SCAMGEM	Maestría en la fabricación de guantes medianos	una	la	Maestrías en la fabricación de guantes medianos		las	
_10A0C054B0212A05	SCAMPEM	Maestría en la fabricación de pantalón medianos	una	la	Maestrías en la fabricación de pantalón medianos		las	
_D14C5191C5C624E9	SCAMSEM	Maestría en la fabricación de mangas medianas	una	la	Maestrías en la fabricación de mangas medianas		las	
_DEA2EEA15581571B	SCAMVEM	Maestría en la fabricación de chaleco mediano	una	la	Maestrías en la fabricación de chaleco mediano		las	
_7E39467851982DE1	SCASSEM	Maestría en la fabricación de escudo	una	la	Maestrías en la fabricación de escudo		las	
_21BAE7BA91D79C0C	SCASBEM	Maestría en la fabricación de adarga	una	la	Maestrías en la fabricación de adarga		las	
_40D93268D27851CF	SCJAAEM	Maestría en la fabricación de tobillera	una	la	Maestrías en la fabricación de tobillera		lsa	
_4CFC9672F4A2B91F	SCJBAEM	Maestría en la fabricación de brazalete	una	la	Maestrías e la fabricación de brazalete		las	
_BBE90A61913735C7	SCJDAEM	Maestría en la fabricación de diadema	una	la	Maestrías en la fabricación de diadema		las	
_65D9E3D20808CCF3	SCJEAEM	Maestría en la fabricación de arete	una	la	Maestrías en la fabricación de arete		las	
_EA990BCE4BD89CF6	SCJPAEM	Maestría en la fabricación de colgante	una	la	Maestrías en la fabricación de colgante		las	
_93AC410BE1F13766	SCJRAEM	Maestría en la fabricación de anillo	una	la	Maestrías en la fabricación de anillo		las	
_4BDC31F31ACF2372	SCM1MEM	Maestría en la fabricación de porra	una	la	Maestrías en la fabricación de porra		las	
_28CDCED7137DAC42	SCM1TEM	Maestría en la fabricación de palo	una	la	Maestrías en la fabricación de palo		las	
_2EEEDAD3127DAC3E	SCM1PEM	Maestría en la fabricación de pica	una	la	Maestrías en la fabricación de pica		las	
_18D0F45804CF6C30	SCM1AEM	Maestría en la fabricación de hacha pequeña	una	la	Maestrías en la fabricación de hacha pequeña		las	
_282F6EEBD37DAC41	SCM1SEM	Maestría en la fabricación de espada a una mano	una	la	Maestrías en la fabricación de espada a una mano		las	
_78F9F6678F8849CD	SCM1DEM	Maestría en la fabricación de daga	una	la	Maestrías en la fabricación de daga		las	
_99FC85A9D93452ED	SCM2MEM	Maestría en la fabricación de maza	una	la	Maestrías en la fabricación de maza		las	
_8BDC310320B12F75	SCM2PEM	Maestría en la fabricación de lanza	una	la	Maestrías en la fabricación de lanza		las	
_99D9D068E10A18BA	SCM2AEM	Maestría en la fabricación de hacha grande	una	la	Maestrías en la fabricación de hacha grande		las	
_98904438F1565B2E	SCM2SEM	Maestría en la fabricación de espada a dos manos	una	la	Maestrías en la fabricación de espada a dos manos		las	
_88910F507D1DA21D	SCR1BEM	Maestría en la fabricación de ballesta liviana	una	la	Maestrías en la fabricación de ballesta liviana		las	
_3E2B7A7F91E859F0	SCR1PEM	Maestría en la fabricación de pistola	una	la	Maestrías en la fabricación de pistola		las	
_98CFC45BF682F2BE	SCR2AEM	Maestría en la fabricación de metralleta	una	la	Maestrías en la fabricación de metralleta		las	
_C75DA69E36B1B92E	SCR2BEM	Maestría en la fabricación de ballesta	una	la	Maestrías en la fabricación de ballesta		las	
_03BDB291B411053C	SCR2LEM	Maestría en la fabricación de lanzagranadas	una	la	Maestrías en la fabricación de lanzagranadas		las	
