*HASH_VALUE	outpost ID	name	description
_769BE325F63C64AD	driller_groveconfusion_kami_u1_200b.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_768BE32AF63C64AD	driller_groveconfusion_kami_u1_250a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_769BE32AF63C64AD	driller_groveconfusion_kami_u1_250b.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_E69583B2571C2E60	driller_groveconfusion_kami_u2_150a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_E6A583B2571C2E60	driller_groveconfusion_kami_u2_150b.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_E69583AD971C2E60	driller_groveconfusion_kami_u2_200a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_E6A583AD971C2E60	driller_groveconfusion_kami_u2_200b.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_E69583B2971C2E60	driller_groveconfusion_kami_u2_250a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_E6A583B2971C2E60	driller_groveconfusion_kami_u2_250b.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_6C5F47F5A4889AE2	driller_groveconfusion_kami_u3_150a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_6C6F47F5A4889AE2	driller_groveconfusion_kami_u3_150b.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_6C5F47F0E4889AE2	driller_groveconfusion_kami_u3_200a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_6C6F47F0E4889AE2	driller_groveconfusion_kami_u3_200b.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_6C5F47F5E4889AE2	driller_groveconfusion_kami_u3_250a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_6C6F47F5E4889AE2	driller_groveconfusion_kami_u3_250b.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_81E726462E568E73	driller_groveconfusion_kami_u4_150a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_81F726462E568E73	driller_groveconfusion_kami_u4_150b.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_81E726416E568E73	driller_groveconfusion_kami_u4_200a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_81F726416E568E73	driller_groveconfusion_kami_u4_200b.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_81E726466E568E73	driller_groveconfusion_kami_u4_250a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_81F726466E568E73	driller_groveconfusion_kami_u4_250b.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_1160327761A7F611	driller_groveconfusion_karavan_u1_150a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_1160327761A7FA11	driller_groveconfusion_karavan_u1_150b.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_D070327761A7F611	driller_groveconfusion_karavan_u1_200a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_D070327761A7FA11	driller_groveconfusion_karavan_u1_200b.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_1170327761A7F611	driller_groveconfusion_karavan_u1_250a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_1170327761A7FA11	driller_groveconfusion_karavan_u1_250b.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_72C927E98C033678	driller_groveconfusion_karavan_u2_150a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_72C927E98C033A78	driller_groveconfusion_karavan_u2_150b.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_31D927E98C033678	driller_groveconfusion_karavan_u2_200a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_31D927E98C033A78	driller_groveconfusion_karavan_u2_200b.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_72D927E98C033678	driller_groveconfusion_karavan_u2_250a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_72D927E98C033A78	driller_groveconfusion_karavan_u2_250b.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_021D4384EC758964	driller_groveconfusion_karavan_u3_150a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_021D4384EC758D64	driller_groveconfusion_karavan_u3_150b.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_C12D4384EC758964	driller_groveconfusion_karavan_u3_200a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_C12D4384EC758D64	driller_groveconfusion_karavan_u3_200b.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_022D4384EC758964	driller_groveconfusion_karavan_u3_250a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_022D4384EC758D64	driller_groveconfusion_karavan_u3_250b.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_58FF76C112AA0B21	driller_groveconfusion_karavan_u4_150a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_58FF76C112AA0F21	driller_groveconfusion_karavan_u4_150b.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_170F76C112AA0B21	driller_groveconfusion_karavan_u4_200a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_170F76C112AA0F21	driller_groveconfusion_karavan_u4_200b.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_580F76C112AA0B21	driller_groveconfusion_karavan_u4_250a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_580F76C112AA0F21	driller_groveconfusion_karavan_u4_250b.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_04B6ABF1680ACF2F	driller_groveofumbra_kami_u1_100a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_04B6ABF1685ACF2F	driller_groveofumbra_kami_u1_150a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_04B6ABF1680AD32F	driller_groveofumbra_kami_u1_200a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_E000BFBF7FA1E72C	driller_groveofumbra_kami_u2_100a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_7558466A5C3409A6	driller_groveofumbra_kami_u2_150a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Doubles consommables
_E000BFBF7FA1EB2C	driller_groveofumbra_kami_u2_200a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_8718194DBEC5CCF3	driller_groveofumbra_kami_u3_100a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_8718194DBE15CCF3	driller_groveofumbra_kami_u3_150a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_8718194DBEC5D0F3	driller_groveofumbra_kami_u3_200a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_D7216AB5ABD975C0	driller_groveofumbra_kami_u4_100a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_D7216AB5AB2975C0	driller_groveofumbra_kami_u4_150a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_D7216AB5ABD979C0	driller_groveofumbra_kami_u4_200a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_1EFD403E4C2E8BD6	driller_groveofumbra_karavan_u1_100a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_1EFD543E4C2E8BD6	driller_groveofumbra_karavan_u1_150a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_1EFD403F4C2E8BD6	driller_groveofumbra_karavan_u1_200a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_4F8064C3CB635B9A	driller_groveofumbra_karavan_u2_100a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_BB780A0C294972FC	driller_groveofumbra_karavan_u2_150a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Doubles consommables
_4F8064C4CB635B9A	driller_groveofumbra_karavan_u2_200a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_76324EF97C0C62B2	driller_groveofumbra_karavan_u3_100a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_763262F97C0C62B2	driller_groveofumbra_karavan_u3_150a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_76324EFA7C0C62B2	driller_groveofumbra_karavan_u3_200a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_8D0DB327B0E0A405	driller_groveofumbra_karavan_u4_100a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_8D0DC727B0E0A405	driller_groveofumbra_karavan_u4_150a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_8D0DB328B0E0A405	driller_groveofumbra_karavan_u4_200a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_A9E7041EEC9AD533	driller_havenofpurity_kami_u1_100a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_A9E7041E2D9AD533	driller_havenofpurity_kami_u1_150a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_9634CFFE24FA5824	driller_havenofpurity_kami_u1_50a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_D44344854D03CAA5	driller_havenofpurity_kami_u2_100a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_D44344858E03CAA5	driller_havenofpurity_kami_u2_150a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_327EE3CC3B917022	driller_havenofpurity_kami_u2_50a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_34A57777DF97E640	driller_havenofpurity_kami_u3_100a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_34A577772097E640	driller_havenofpurity_kami_u3_150a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_99963D5A7AB555EA	driller_havenofpurity_kami_u3_50a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_5AEA192E3339197D	driller_havenofpurity_kami_u4_100a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_5AEA192E7439197D	driller_havenofpurity_kami_u4_150a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_A89F8EC267C9FEB8	driller_havenofpurity_kami_u4_50a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_C24138B180866F97	driller_havenofpurity_karavan_u1_100a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_C29138B180866F97	driller_havenofpurity_karavan_u1_150a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_5C2EFC863C120308	driller_havenofpurity_karavan_u1_50a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_D9D850AE5CD08365	driller_havenofpurity_karavan_u2_100a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_D92850AE5CD08365	driller_havenofpurity_karavan_u2_150a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_8DB1200BFB37D3CC	driller_havenofpurity_karavan_u2_50a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_977C257503E8E1FB	driller_havenofpurity_karavan_u3_100a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_97CC257503E8E1FB	driller_havenofpurity_karavan_u3_150a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_B4630A41ECD0DAE4	driller_havenofpurity_karavan_u3_50a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_0510DE4253F12E5B	driller_havenofpurity_karavan_u4_100a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_0560DE4253F12E5B	driller_havenofpurity_karavan_u4_150a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_CB3E6F6F61941C37	driller_havenofpurity_karavan_u4_50a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_8115C7FAE6DBCB2F	driller_hiddensource_kami_u1_100a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_8115C7FAE62BCB2F	driller_hiddensource_kami_u1_150a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_8115C7FAE6DBCF2F	driller_hiddensource_kami_u1_200a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_F2B76273DAB505A6	driller_hiddensource_kami_u2_100a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Doubles consommables
_5D5FDBC8FDC2E32C	driller_hiddensource_kami_u2_150a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_5D5FDBC8FD72E72C	driller_hiddensource_kami_u2_200a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_047735563C96C8F3	driller_hiddensource_kami_u3_100a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_047735563CE6C8F3	driller_hiddensource_kami_u3_150a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_047735563C96CCF3	driller_hiddensource_kami_u3_200a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_548086BE29AA71C0	driller_hiddensource_kami_u4_100a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_548086BE29FA71C0	driller_hiddensource_kami_u4_150a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_548086BE29AA75C0	driller_hiddensource_kami_u4_200a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_9B5C5C47CAFF87D6	driller_hiddensource_karavan_u1_100a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_9B5C7047CAFF87D6	driller_hiddensource_karavan_u1_150a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_9B5C5C48CAFF87D6	driller_hiddensource_karavan_u1_200a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_38D71215A71A6EFC	driller_hiddensource_karavan_u2_100a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Doubles consommables
_CCDF94CC4934579A	driller_hiddensource_karavan_u2_150a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_CCDF80CD4934579A	driller_hiddensource_karavan_u2_200a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_F3916A02FADD5EB2	driller_hiddensource_karavan_u3_100a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_F3917E02FADD5EB2	driller_hiddensource_karavan_u3_150a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_F3916A03FADD5EB2	driller_hiddensource_karavan_u3_200a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_0A6CCF302EB1A005	driller_hiddensource_karavan_u4_100a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_0A6CE3302EB1A005	driller_hiddensource_karavan_u4_150a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_0A6CCF312EB1A005	driller_hiddensource_karavan_u4_200a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_D2240BEE23AA4022	driller_imperialdunes_kami_u1_50a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_6E6E1FBC3A415820	driller_imperialdunes_kami_u2_50a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_D586794A79653DE8	driller_imperialdunes_kami_u3_50a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_E48FCAB26679E6B6	driller_imperialdunes_kami_u4_50a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_981E38763BC2EB06	driller_imperialdunes_karavan_u1_50a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_C9A15CFBFAE7BBCA	driller_imperialdunes_karavan_u2_50a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_F0534631EB80C2E2	driller_imperialdunes_karavan_u3_50a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_072EAB5F60440435	driller_imperialdunes_karavan_u4_50a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_F38BCB2C34ACACB3	driller_knollofdissent_kami_u1_100a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_F38BCB3134ACACB3	driller_knollofdissent_kami_u1_150a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_21B84C09ACBB706A	driller_knollofdissent_kami_u1_50a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_63956BB4D58C7666	driller_knollofdissent_kami_u2_100a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_63956BB9D58C7666	driller_knollofdissent_kami_u2_150a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_4C148C700D2469DB	driller_knollofdissent_kami_u2_50a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_E95F2FF722F8E2E8	driller_knollofdissent_kami_u3_100a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_E95F2FFC22F8E2E8	driller_knollofdissent_kami_u3_150a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_AC76BF629FB88975	driller_knollofdissent_kami_u3_50a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_FEE70E48ACC6D679	driller_knollofdissent_kami_u4_100a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_FEE70E4DACC6D679	driller_knollofdissent_kami_u4_150a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_D2BB6119F35AC0B1	driller_knollofdissent_kami_u4_50a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_4D601A7EDF173E17	driller_knollofdissent_karavan_u1_100a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_8E601A7EDF173E17	driller_knollofdissent_karavan_u1_150a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_05706D691063FF7D	driller_knollofdissent_karavan_u1_50a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_AEC90FF00A737E7E	driller_knollofdissent_karavan_u2_100a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_EFC90FF00A737E7E	driller_knollofdissent_karavan_u2_150a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_1C078567ACAD134B	driller_knollofdissent_karavan_u2_50a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_3E1D2B8B6AE5D16A	driller_knollofdissent_karavan_u3_100a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_7F1D2B8B6AE5D16A	driller_knollofdissent_karavan_u3_150a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_DAAB5A2F13C571E1	driller_knollofdissent_karavan_u3_50a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_94FF5EC8901A5327	driller_knollofdissent_karavan_u4_100a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_D5FF5EC8901A5327	driller_knollofdissent_karavan_u4_150a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_483F13FD22CEBE41	driller_knollofdissent_karavan_u4_50a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_B93A9330748C3CB1	driller_knotofdementia_kami_u1_100a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_B93A9335748C3CB1	driller_knotofdementia_kami_u1_150a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_B93A9330B48C3CB1	driller_knotofdementia_kami_u1_200a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_81E0F2DD280441EA	driller_knotofdementia_kami_u2_100a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Doubles consommables
_294433BD156C0664	driller_knotofdementia_kami_u2_150a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_294433B8556C0664	driller_knotofdementia_kami_u2_200a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_AF0EF7FB62D872E6	driller_knotofdementia_kami_u3_100a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_AF0EF70062D872E6	driller_knotofdementia_kami_u3_150a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_AF0EF7FBA2D872E6	driller_knotofdementia_kami_u3_200a.outpost_building	Offrande pour Arbre-Vrille Vivace	MP artisanat + Consommables (vitesse x1.5) 
_C496D64CECA66677	driller_knotofdementia_kami_u4_100a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_C496D651ECA66677	driller_knotofdementia_kami_u4_150a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_C496D64C2CA66677	driller_knotofdementia_kami_u4_200a.outpost_building	Offrande pour Arbre-Vrille Supérieur	MP artisanat + Consommables (vitesse x2) 
_130FE2821FF7CE15	driller_knotofdementia_karavan_u1_100a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_540FE2821FF7CE15	driller_knotofdementia_karavan_u1_150a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_131FE2821FF7CE15	driller_knotofdementia_karavan_u1_200a.outpost_building	Offrande pour Grand Trépan	MP artisanat + Consommables 
_7EFDBE43AC6AB6EC	driller_knotofdementia_karavan_u2_100a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Doubles consommables
_B578D7F44A530E7C	driller_knotofdementia_karavan_u2_150a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_7488D7F44A530E7C	driller_knotofdementia_karavan_u2_200a.outpost_building	Offrande pour Grand Trépan à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_04CCF38FAAC56168	driller_knotofdementia_karavan_u3_100a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_45CCF38FAAC56168	driller_knotofdementia_karavan_u3_150a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_04DCF38FAAC56168	driller_knotofdementia_karavan_u3_200a.outpost_building	Offrande pour Grand Trépan Rapide	MP artisanat + Consommables (vitesse x1.5) 
_5AAE26CCD0FAE325	driller_knotofdementia_karavan_u4_100a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_9BAE26CCD0FAE325	driller_knotofdementia_karavan_u4_150a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_5ABE26CCD0FAE325	driller_knotofdementia_karavan_u4_200a.outpost_building	Offrande pour Grand Trépan Supérieur	MP artisanat + Consommables (vitesse x2) 
_F6CA7B2FF67D5CB1	driller_lagoonsofloria_kami_u1_150a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_F6DA7B2FF67D5CB1	driller_lagoonsofloria_kami_u1_150b.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_F6CA7B2A367D5CB1	driller_lagoonsofloria_kami_u1_200a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_F6DA7B2A367D5CB1	driller_lagoonsofloria_kami_u1_200b.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_F6CA7B2F367D5CB1	driller_lagoonsofloria_kami_u1_250a.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_F6DA7B2F367D5CB1	driller_lagoonsofloria_kami_u1_250b.outpost_building	Offrande pour Arbre-Vrille	MP artisanat + Consommables 
_66D41BB7975D2664	driller_lagoonsofloria_kami_u2_150a.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
_66E41BB7975D2664	driller_lagoonsofloria_kami_u2_150b.outpost_building	Offrande pour Arbre-Vrille à Cristaux	MP artisanat + Consommables + Cristaux d'élevation 
